Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4,2.211,32.121,24.086,5126,-1.019
GoalBrain_4,2.188,61.462,23.347,5153,-1.017
GoalBrain_4,2.150,90.301,22.925,5218,-1.020
GoalBrain_4,2.222,119.133,22.889,5245,-0.991
GoalBrain_4,2.555,147.514,22.522,5146,-0.971
GoalBrain_4,2.046,176.424,22.992,5140,-0.908
GoalBrain_4,1.810,200.869,19.422,5193,-0.842
GoalBrain_4,1.835,225.336,19.526,5213,-0.793
GoalBrain_4,1.831,249.940,19.521,5157,-0.676
GoalBrain_4,1.812,274.604,19.375,5130,-0.593
GoalBrain_4,1.989,298.716,19.087,5121,-0.526
GoalBrain_4,1.806,322.770,19.140,5163,-0.459
GoalBrain_4,1.869,347.113,19.317,5171,-0.389
GoalBrain_4,1.818,371.574,19.542,5173,-0.325
GoalBrain_4,1.849,395.722,19.208,5144,-0.279
GoalBrain_4,1.853,420.339,19.518,5191,-0.232
GoalBrain_4,1.848,444.532,19.246,5208,-0.192
GoalBrain_4,1.822,469.074,19.572,5236,-0.162
GoalBrain_4,1.811,493.254,19.219,5148,-0.132
GoalBrain_4,1.796,518.111,19.592,5242,-0.107
GoalBrain_4,1.812,542.455,19.373,5160,-0.090
GoalBrain_4,1.850,566.956,19.471,5196,-0.057
GoalBrain_4,1.801,591.621,19.640,5232,-0.030
GoalBrain_4,1.800,616.569,19.858,5244,-0.008
GoalBrain_4,1.838,641.109,19.477,5247,0.012
GoalBrain_4,1.799,665.616,19.472,5207,0.033
GoalBrain_4,1.793,689.655,19.029,5137,0.053
GoalBrain_4,1.878,713.984,19.353,5138,0.074
GoalBrain_4,1.801,738.195,18.974,5123,0.087
GoalBrain_4,1.788,762.190,19.130,5179,0.098
GoalBrain_4,1.833,786.423,19.274,5126,0.111
GoalBrain_4,1.838,810.511,19.034,5164,0.123
GoalBrain_4,1.787,834.426,19.030,5130,0.136
GoalBrain_4,1.811,858.365,19.045,5124,0.151
GoalBrain_4,1.831,883.094,19.757,5245,0.161
GoalBrain_4,1.787,907.094,19.135,5152,0.174
GoalBrain_4,1.797,931.048,18.995,5152,0.184
GoalBrain_4,1.799,955.078,19.096,5147,0.196
