Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4,1.697,30.560,23.215,5163,-1.029
GoalBrain_4,1.593,57.301,21.375,5139,-1.030
GoalBrain_4,1.557,83.924,21.318,5177,-1.003
GoalBrain_4,1.548,110.460,21.344,5221,-1.004
GoalBrain_4,1.609,136.914,21.325,5240,-0.960
GoalBrain_4,1.570,163.174,21.146,5215,-0.893
GoalBrain_4,1.612,189.380,21.023,5142,-0.771
GoalBrain_4,1.556,215.469,20.929,5130,-0.613
GoalBrain_4,1.676,242.998,21.887,5122,-0.504
GoalBrain_4,1.656,271.043,22.135,5161,-0.389
GoalBrain_4,1.651,298.640,22.031,5195,-0.293
GoalBrain_4,1.567,325.750,21.681,5219,-0.217
GoalBrain_4,1.553,352.938,21.702,5197,-0.145
GoalBrain_4,1.603,380.090,21.617,5163,-0.056
GoalBrain_4,1.534,406.523,21.352,5227,-0.004
GoalBrain_4,1.553,432.484,20.777,5145,0.040
GoalBrain_4,1.518,458.855,21.144,5157,0.069
GoalBrain_4,1.518,485.615,21.483,5199,0.101
GoalBrain_4,1.510,511.673,20.984,5136,0.132
GoalBrain_4,1.563,537.733,20.671,5121,0.154
GoalBrain_4,1.518,563.856,21.010,5211,0.173
GoalBrain_4,1.575,590.016,21.063,5190,0.183
GoalBrain_4,1.516,615.975,20.876,5149,0.210
GoalBrain_4,1.537,642.098,21.036,5181,0.218
GoalBrain_4,1.589,668.149,20.794,5142,0.236
GoalBrain_4,1.576,694.210,20.826,5180,0.252
GoalBrain_4,1.527,720.599,21.076,5178,0.269
GoalBrain_4,1.526,746.628,21.035,5175,0.277
GoalBrain_4,1.626,772.911,20.916,5122,0.284
GoalBrain_4,1.530,799.074,21.064,5145,0.291
GoalBrain_4,1.527,825.473,21.154,5132,0.295
GoalBrain_4,1.617,852.974,22.003,5196,0.300
GoalBrain_4,1.568,879.879,21.443,5159,0.311
GoalBrain_4,1.753,907.392,21.862,5152,0.317
GoalBrain_4,1.569,935.493,22.456,5249,0.325
GoalBrain_4,1.523,961.953,21.269,5129,0.331
GoalBrain_4,1.533,988.246,21.099,5235,0.336
GoalBrain_4,1.595,1014.353,20.962,5166,0.341
