Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,4.572,68.553,57.260,5149,-0.966
GoalBrain_4_2,4.399,126.858,49.615,5152,-0.978
GoalBrain_4_2,4.385,184.631,49.137,5129,-0.965
GoalBrain_4_2,4.445,241.970,48.722,5131,-0.917
GoalBrain_4_2,4.338,298.700,48.202,5133,-0.858
GoalBrain_4_2,4.406,357.666,50.170,5144,-0.793
GoalBrain_4_2,4.354,414.975,48.647,5149,-0.746
GoalBrain_4_2,4.435,473.654,49.900,5221,-0.688
GoalBrain_4_2,4.379,530.988,48.746,5135,-0.638
GoalBrain_4_2,4.402,589.011,48.927,5161,-0.607
GoalBrain_4_2,4.451,647.924,50.104,5245,-0.520
GoalBrain_4_2,4.456,704.219,48.172,5124,-0.501
GoalBrain_4_2,4.472,762.557,49.658,5196,-0.451
GoalBrain_4_2,4.508,820.523,49.516,5167,-0.406
GoalBrain_4_2,4.566,881.427,52.743,5160,-0.406
GoalBrain_4_2,4.412,941.146,51.166,5213,-0.347
GoalBrain_4_2,4.375,1001.590,52.228,5217,-0.319
GoalBrain_4_2,4.408,1060.941,51.031,5189,-0.299
GoalBrain_4_2,4.400,1119.900,50.450,5203,-0.287
GoalBrain_4_2,4.910,1183.452,54.032,5174,-0.255
GoalBrain_4_2,4.401,1241.095,50.176,5160,-0.255
GoalBrain_4_2,4.569,1300.305,50.957,5192,-0.271
GoalBrain_4_2,4.571,1358.932,50.705,5160,-0.271
GoalBrain_4_2,4.581,1419.961,52.499,5243,-0.263
GoalBrain_4_2,4.475,1478.581,50.557,5200,-0.271
GoalBrain_4_2,4.482,1536.157,49.541,5121,-0.263
GoalBrain_4_2,4.469,1594.370,50.321,5147,-0.259
GoalBrain_4_2,4.636,1654.997,51.938,5202,-0.223
