Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
AvoidBrain,2.000,13.625,9.417,4209,-1.004
AvoidBrain,1.879,25.005,8.682,4155,-0.980
AvoidBrain,1.906,36.212,8.460,4191,-0.942
AvoidBrain,1.908,47.622,8.679,4135,-0.969
AvoidBrain,1.756,58.201,8.047,4108,-0.939
AvoidBrain,1.748,69.118,8.396,4153,-0.881
AvoidBrain,1.754,80.189,8.493,4197,-0.819
AvoidBrain,1.799,91.511,8.739,4225,-0.798
AvoidBrain,1.810,102.370,8.325,4196,-0.765
AvoidBrain,1.749,113.456,8.539,4170,-0.754
AvoidBrain,1.798,124.738,8.629,4220,-0.725
AvoidBrain,1.978,135.918,8.372,4105,-0.635
AvoidBrain,1.804,147.025,8.457,4128,-0.635
AvoidBrain,1.800,157.954,8.390,4223,-0.640
AvoidBrain,1.798,169.057,8.474,4134,-0.598
AvoidBrain,1.729,180.385,8.740,4126,-0.607
AvoidBrain,1.848,191.763,8.685,4195,-0.605
AvoidBrain,1.758,202.873,8.520,4133,-0.529
AvoidBrain,2.230,214.435,8.499,4126,-0.404
AvoidBrain,1.723,224.998,8.080,4103,-0.327
AvoidBrain,1.782,236.361,8.726,4113,-0.231
AvoidBrain,1.788,247.221,8.267,4133,-0.126
AvoidBrain,1.737,258.656,8.846,4122,-0.048
AvoidBrain,1.800,270.440,9.118,4133,0.025
AvoidBrain,1.806,281.302,8.280,4144,0.068
AvoidBrain,1.763,292.369,8.475,4113,0.123
AvoidBrain,1.716,303.374,8.477,4221,0.159
AvoidBrain,1.774,315.029,9.017,4156,0.197
AvoidBrain,1.705,326.519,8.934,4129,0.229
AvoidBrain,1.741,337.888,8.816,4152,0.239
AvoidBrain,1.721,349.448,9.014,4133,0.253
AvoidBrain,1.713,360.793,8.823,4114,0.269
AvoidBrain,1.714,372.819,9.487,4169,0.275
AvoidBrain,1.836,384.364,8.871,4154,0.284
AvoidBrain,1.740,395.872,8.918,4148,0.294
AvoidBrain,1.841,407.435,8.911,4110,0.315
AvoidBrain,1.762,419.529,9.538,4129,0.328
AvoidBrain,1.748,432.177,10.045,4167,0.343
AvoidBrain,1.764,444.633,9.843,4206,0.351
AvoidBrain,1.742,456.836,9.647,4118,0.361
AvoidBrain,1.693,469.916,10.437,4172,0.370
AvoidBrain,1.892,482.105,9.516,4129,0.371
AvoidBrain,1.798,495.169,10.357,4197,0.379
AvoidBrain,1.825,508.332,10.391,4118,0.373
AvoidBrain,1.761,520.832,9.917,4121,0.374
AvoidBrain,1.761,533.098,9.655,4114,0.379
AvoidBrain,1.731,545.719,10.005,4193,0.383
AvoidBrain,1.718,558.551,9.897,4189,0.379
AvoidBrain,1.723,570.665,9.535,4103,0.392
AvoidBrain,1.761,583.185,9.880,4139,0.396
AvoidBrain,1.727,596.020,10.237,4224,0.395
AvoidBrain,1.734,608.557,9.955,4160,0.399
AvoidBrain,1.702,620.878,9.785,4111,0.408
AvoidBrain,1.720,632.857,9.416,4132,0.408
AvoidBrain,1.743,645.594,10.085,4225,0.414
AvoidBrain,1.767,657.966,9.740,4145,0.416
AvoidBrain,1.798,670.389,9.770,4176,0.419
AvoidBrain,1.732,683.136,10.119,4116,0.419
AvoidBrain,1.777,696.271,10.480,4224,0.415
AvoidBrain,1.728,708.193,9.375,4107,0.406
AvoidBrain,1.800,720.902,10.052,4113,0.404
AvoidBrain,1.743,732.891,9.452,4135,0.402
AvoidBrain,1.960,745.954,10.206,4203,0.402
AvoidBrain,2.316,759.983,10.803,4120,0.396
AvoidBrain,1.803,773.021,10.352,4136,0.393
AvoidBrain,1.762,785.927,10.291,4101,0.392
AvoidBrain,1.778,799.015,10.394,4170,0.392
AvoidBrain,1.838,812.776,10.990,4180,0.392
AvoidBrain,1.921,825.797,10.190,4151,0.395
AvoidBrain,1.446,837.711,9.650,4142,0.394
AvoidBrain,1.517,848.978,9.021,4101,0.391
AvoidBrain,1.465,860.103,8.954,4167,0.389
AvoidBrain,1.512,871.557,9.211,4161,0.387
AvoidBrain,1.437,882.766,9.041,4107,0.385
AvoidBrain,1.509,894.484,9.406,4186,0.387
AvoidBrain,1.437,905.424,8.785,4156,0.388
AvoidBrain,1.428,916.357,8.768,4121,0.392
AvoidBrain,1.510,927.873,9.267,4167,0.394
AvoidBrain,1.459,938.910,8.858,4119,0.390
AvoidBrain,1.440,950.100,9.031,4185,0.394
AvoidBrain,1.496,961.472,9.122,4164,0.395
AvoidBrain,1.506,972.977,9.271,4135,0.393
AvoidBrain,1.435,983.850,8.706,4116,0.389
AvoidBrain,1.493,995.131,9.036,4187,0.394
AvoidBrain,1.458,1006.820,9.480,4223,0.394
AvoidBrain,1.448,1018.111,9.103,4168,0.395
AvoidBrain,1.516,1029.873,9.498,4225,0.391
AvoidBrain,1.489,1040.749,8.657,4114,0.390
AvoidBrain,1.457,1052.376,9.415,4153,0.394
AvoidBrain,1.459,1063.223,8.645,4107,0.395
AvoidBrain,1.457,1074.582,9.138,4196,0.395
AvoidBrain,1.439,1085.784,9.030,4100,0.396
AvoidBrain,1.589,1097.096,8.997,4209,0.396
AvoidBrain,1.444,1108.487,9.180,4116,0.390
AvoidBrain,1.449,1119.746,9.071,4127,0.386
AvoidBrain,1.454,1131.266,9.057,4170,0.388
AvoidBrain,1.504,1142.596,9.081,4212,0.391
AvoidBrain,1.437,1154.129,9.351,4205,0.391
AvoidBrain,1.464,1164.978,8.672,4146,0.392
AvoidBrain,1.440,1176.583,9.409,4160,0.392
AvoidBrain,1.445,1187.679,8.937,4159,0.393
AvoidBrain,1.458,1199.107,9.179,4164,0.387
AvoidBrain,1.472,1210.331,9.013,4159,0.382
AvoidBrain,1.444,1221.423,8.893,4142,0.383
AvoidBrain,1.449,1232.226,8.635,4111,0.379
AvoidBrain,1.454,1243.821,9.422,4173,0.380
AvoidBrain,1.518,1255.158,9.060,4161,0.378
AvoidBrain,1.449,1266.610,9.269,4221,0.380
AvoidBrain,1.474,1278.143,9.321,4219,0.383
AvoidBrain,1.433,1289.115,8.828,4123,0.382
AvoidBrain,1.451,1300.121,8.850,4100,0.380
AvoidBrain,1.459,1311.108,8.818,4129,0.380
AvoidBrain,1.463,1322.490,9.187,4203,0.379
AvoidBrain,1.472,1333.968,9.266,4178,0.379
AvoidBrain,1.467,1345.236,9.078,4132,0.380
AvoidBrain,1.443,1356.122,8.700,4105,0.382
AvoidBrain,1.436,1367.307,9.012,4106,0.382
AvoidBrain,1.429,1379.018,9.483,4191,0.382
AvoidBrain,1.480,1390.180,8.954,4181,0.383
AvoidBrain,1.443,1401.282,8.940,4187,0.382
AvoidBrain,1.514,1412.792,9.218,4207,0.383
AvoidBrain,1.481,1424.333,9.277,4161,0.387
AvoidBrain,1.448,1435.710,9.169,4129,0.387
AvoidBrain,1.443,1446.925,9.014,4098,0.388
AvoidBrain,1.458,1458.323,9.184,4176,0.389
AvoidBrain,1.467,1469.353,8.840,4216,0.387
AvoidBrain,1.436,1480.883,9.335,4195,0.387
AvoidBrain,1.459,1492.473,9.376,4170,0.389
AvoidBrain,1.468,1503.404,8.721,4145,0.390
AvoidBrain,1.441,1514.799,9.197,4099,0.393
AvoidBrain,1.461,1526.310,9.295,4134,0.393
AvoidBrain,1.445,1537.368,8.869,4193,0.392
AvoidBrain,1.464,1548.788,9.191,4218,0.392
AvoidBrain,1.451,1560.076,9.088,4212,0.395
AvoidBrain,1.500,1571.580,9.257,4166,0.389
AvoidBrain,1.471,1583.027,9.232,4212,0.388
AvoidBrain,1.445,1594.249,9.049,4128,0.390
AvoidBrain,1.433,1605.416,8.990,4140,0.392
AvoidBrain,1.486,1616.653,8.998,4184,0.391
AvoidBrain,1.460,1628.054,9.176,4128,0.391
AvoidBrain,1.491,1639.266,8.971,4132,0.379
AvoidBrain,1.468,1650.802,9.301,4108,0.376
AvoidBrain,1.501,1662.146,9.093,4139,0.380
AvoidBrain,1.472,1674.025,9.332,4212,0.380
AvoidBrain,1.500,1685.508,9.221,4159,0.383
AvoidBrain,1.458,1696.585,8.884,4203,0.384
AvoidBrain,1.481,1708.480,9.648,4225,0.384
AvoidBrain,1.453,1719.367,8.723,4106,0.384
AvoidBrain,1.443,1730.643,9.116,4116,0.386
AvoidBrain,1.488,1742.431,9.506,4224,0.388
AvoidBrain,1.488,1753.914,9.233,4164,0.390
AvoidBrain,1.485,1765.136,9.009,4154,0.391
AvoidBrain,1.496,1776.181,8.811,4154,0.392
AvoidBrain,1.460,1787.541,9.158,4110,0.389
AvoidBrain,1.511,1798.972,9.200,4102,0.388
AvoidBrain,1.514,1810.154,8.952,4170,0.387
AvoidBrain,1.449,1821.510,9.124,4163,0.386
AvoidBrain,1.465,1832.657,8.962,4172,0.385
AvoidBrain,1.449,1844.014,9.160,4097,0.386
AvoidBrain,1.466,1855.518,9.297,4224,0.387
AvoidBrain,1.461,1867.021,9.281,4187,0.387
AvoidBrain,1.453,1878.126,8.910,4098,0.386
AvoidBrain,1.439,1889.709,9.395,4122,0.385
AvoidBrain,1.462,1900.891,9.006,4115,0.386
AvoidBrain,1.478,1912.149,9.062,4200,0.386
AvoidBrain,1.523,1923.244,8.857,4097,0.384
AvoidBrain,1.443,1934.802,9.353,4177,0.383
AvoidBrain,1.458,1946.005,9.023,4117,0.383
AvoidBrain,1.462,1957.531,9.317,4196,0.382
AvoidBrain,1.452,1968.323,8.641,4123,0.381
AvoidBrain,1.500,1979.879,9.301,4136,0.380
AvoidBrain,1.505,1991.642,9.501,4209,0.380
AvoidBrain,1.444,2003.123,9.272,4209,0.381
AvoidBrain,1.449,2014.325,9.051,4124,0.383
AvoidBrain,1.489,2025.639,9.118,4120,0.385
AvoidBrain,1.448,2036.898,9.088,4100,0.387
AvoidBrain,1.451,2048.301,9.214,4196,0.388
AvoidBrain,1.460,2060.042,9.524,4151,0.384
AvoidBrain,1.446,2071.215,9.014,4121,0.380
AvoidBrain,1.489,2082.579,9.155,4129,0.378
AvoidBrain,1.468,2094.084,9.291,4224,0.378
AvoidBrain,1.485,2105.673,9.343,4162,0.376
AvoidBrain,1.477,2117.156,9.265,4153,0.374
AvoidBrain,1.497,2128.708,9.319,4126,0.373
AvoidBrain,1.463,2140.038,9.142,4120,0.364
AvoidBrain,1.470,2151.365,9.130,4176,0.363
AvoidBrain,1.460,2163.232,9.623,4168,0.361
AvoidBrain,1.487,2174.516,9.069,4126,0.359
AvoidBrain,1.483,2186.126,9.395,4177,0.355
AvoidBrain,1.447,2197.934,9.585,4097,0.354
AvoidBrain,1.459,2209.187,9.049,4141,0.353
AvoidBrain,1.470,2220.468,8.871,4148,0.352
AvoidBrain,1.476,2232.264,9.569,4174,0.352
AvoidBrain,1.527,2243.669,9.142,4100,0.350
AvoidBrain,1.460,2255.039,9.156,4159,0.348
AvoidBrain,1.468,2266.322,9.093,4134,0.348
AvoidBrain,1.484,2277.891,9.333,4113,0.346
AvoidBrain,1.458,2289.394,9.284,4139,0.345
AvoidBrain,1.475,2300.653,9.051,4117,0.345
AvoidBrain,1.463,2312.171,9.290,4136,0.345
AvoidBrain,1.461,2323.676,9.279,4110,0.344
AvoidBrain,1.477,2334.720,8.877,4142,0.340
AvoidBrain,1.457,2346.393,9.480,4126,0.339
AvoidBrain,1.458,2357.554,8.981,4152,0.339
AvoidBrain,1.481,2368.745,8.988,4194,0.338
AvoidBrain,1.451,2380.147,9.236,4113,0.337
AvoidBrain,1.460,2391.160,8.837,4106,0.338
AvoidBrain,1.447,2402.513,9.177,4129,0.338
AvoidBrain,1.506,2413.917,9.157,4156,0.335
AvoidBrain,1.471,2425.100,8.994,4128,0.333
AvoidBrain,1.469,2436.253,8.961,4104,0.331
AvoidBrain,1.454,2447.760,9.298,4182,0.328
AvoidBrain,1.476,2459.170,9.208,4121,0.323
AvoidBrain,1.489,2470.890,9.481,4165,0.321
AvoidBrain,1.479,2482.090,8.982,4136,0.319
AvoidBrain,1.494,2493.864,9.521,4160,0.318
AvoidBrain,1.473,2505.238,9.151,4154,0.317
AvoidBrain,1.483,2516.616,9.146,4217,0.315
AvoidBrain,1.460,2528.406,9.568,4192,0.312
AvoidBrain,1.440,2539.255,8.695,4117,0.308
AvoidBrain,1.482,2550.837,9.341,4107,0.306
AvoidBrain,1.473,2561.852,8.825,4168,0.305
AvoidBrain,1.483,2573.326,9.232,4100,0.301
AvoidBrain,1.498,2584.394,8.850,4108,0.302
AvoidBrain,1.473,2596.356,9.665,4184,0.301
AvoidBrain,1.455,2607.637,9.110,4120,0.301
AvoidBrain,1.466,2619.038,9.172,4111,0.301
AvoidBrain,1.470,2630.572,9.337,4154,0.300
AvoidBrain,1.468,2641.536,8.798,4115,0.299
AvoidBrain,1.571,2653.053,9.209,4113,0.300
AvoidBrain,1.459,2664.421,9.160,4167,0.298
AvoidBrain,1.461,2675.838,9.209,4151,0.299
AvoidBrain,1.467,2687.198,9.182,4123,0.299
AvoidBrain,1.459,2698.342,8.972,4138,0.297
AvoidBrain,1.464,2709.833,9.258,4167,0.297
AvoidBrain,1.464,2720.939,8.893,4175,0.296
AvoidBrain,1.470,2732.207,9.073,4198,0.295
AvoidBrain,1.490,2743.782,9.359,4127,0.295
AvoidBrain,1.497,2755.091,9.098,4119,0.293
AvoidBrain,1.499,2766.684,9.115,4127,0.292
AvoidBrain,1.687,2778.471,9.340,4124,0.292
AvoidBrain,1.479,2790.168,9.492,4182,0.291
AvoidBrain,1.505,2801.133,8.779,4143,0.290
AvoidBrain,1.497,2812.322,8.968,4152,0.289
AvoidBrain,1.481,2823.740,9.186,4099,0.284
AvoidBrain,1.459,2835.652,9.680,4159,0.283
AvoidBrain,1.484,2847.035,9.174,4112,0.282
AvoidBrain,1.478,2858.612,9.391,4138,0.281
AvoidBrain,1.473,2869.894,9.077,4169,0.279
AvoidBrain,1.556,2881.274,9.113,4134,0.279
AvoidBrain,1.484,2892.923,9.429,4221,0.279
AvoidBrain,1.467,2904.248,9.116,4223,0.279
AvoidBrain,1.477,2915.690,9.229,4194,0.280
AvoidBrain,1.454,2927.413,9.504,4202,0.279
AvoidBrain,1.459,2938.487,8.878,4216,0.278
AvoidBrain,1.494,2949.997,9.255,4097,0.277
AvoidBrain,1.471,2961.259,9.064,4109,0.277
AvoidBrain,1.453,2973.064,9.571,4150,0.275
AvoidBrain,1.456,2984.145,8.873,4212,0.274
AvoidBrain,1.466,2995.561,9.220,4146,0.268
AvoidBrain,1.516,3007.316,9.460,4225,0.266
AvoidBrain,1.511,3018.636,9.068,4139,0.265
AvoidBrain,1.457,3029.821,8.984,4100,0.264
AvoidBrain,1.468,3041.242,9.205,4104,0.262
AvoidBrain,1.468,3052.275,8.881,4097,0.263
AvoidBrain,1.542,3063.992,9.403,4215,0.263
AvoidBrain,1.491,3075.064,8.869,4145,0.263
AvoidBrain,1.490,3086.616,9.313,4170,0.262
AvoidBrain,1.514,3098.121,9.227,4188,0.262
AvoidBrain,1.495,3109.909,9.517,4198,0.261
AvoidBrain,1.475,3121.194,9.093,4149,0.261
AvoidBrain,1.539,3132.517,9.049,4222,0.262
AvoidBrain,1.504,3144.018,9.206,4128,0.261
AvoidBrain,1.464,3155.847,9.588,4167,0.260
AvoidBrain,1.466,3166.984,8.972,4182,0.260
AvoidBrain,1.658,3179.016,9.608,4218,0.260
AvoidBrain,1.501,3190.596,9.350,4118,0.260
AvoidBrain,1.466,3201.909,9.102,4189,0.259
AvoidBrain,1.483,3213.045,8.893,4157,0.259
AvoidBrain,1.467,3224.716,9.440,4201,0.259
AvoidBrain,1.507,3236.259,9.273,4149,0.259
AvoidBrain,1.466,3247.782,9.311,4191,0.258
AvoidBrain,1.502,3258.928,8.938,4177,0.257
AvoidBrain,1.450,3270.826,9.696,4110,0.258
AvoidBrain,1.478,3281.722,8.697,4098,0.258
AvoidBrain,1.503,3293.061,9.104,4121,0.258
AvoidBrain,1.485,3304.898,9.322,4157,0.258
AvoidBrain,1.610,3316.147,8.956,4164,0.256
AvoidBrain,1.496,3327.716,9.343,4108,0.255
AvoidBrain,1.475,3339.073,9.126,4111,0.255
AvoidBrain,1.465,3349.957,8.705,4208,0.255
AvoidBrain,1.486,3361.716,9.515,4209,0.254
AvoidBrain,1.537,3372.805,8.857,4103,0.252
AvoidBrain,1.476,3384.892,9.818,4156,0.242
AvoidBrain,1.530,3396.366,9.170,4224,0.241
AvoidBrain,1.485,3407.837,9.248,4156,0.240
AvoidBrain,1.479,3419.315,9.280,4155,0.239
AvoidBrain,1.532,3430.791,9.197,4119,0.239
AvoidBrain,1.509,3442.441,9.364,4203,0.238
AvoidBrain,1.588,3453.733,8.962,4150,0.238
AvoidBrain,1.987,3465.503,9.034,4144,0.239
AvoidBrain,1.957,3478.341,10.079,4101,0.237
AvoidBrain,1.619,3490.840,10.069,4154,0.235
AvoidBrain,1.462,3502.705,9.637,4192,0.235
AvoidBrain,1.529,3514.459,9.444,4127,0.235
AvoidBrain,1.508,3526.637,9.892,4166,0.234
AvoidBrain,1.469,3538.527,9.664,4197,0.234
AvoidBrain,1.491,3550.570,9.766,4138,0.224
AvoidBrain,1.450,3562.276,9.492,4150,0.224
AvoidBrain,1.491,3573.645,9.130,4140,0.223
AvoidBrain,1.511,3585.419,9.499,4104,0.222
AvoidBrain,1.471,3597.058,9.388,4200,0.222
AvoidBrain,1.462,3608.602,9.315,4178,0.223
AvoidBrain,1.465,3620.273,9.422,4148,0.222
AvoidBrain,1.483,3632.306,9.758,4141,0.221
AvoidBrain,1.502,3643.624,9.074,4124,0.219
AvoidBrain,1.450,3655.351,9.481,4118,0.217
AvoidBrain,1.444,3666.844,9.295,4140,0.216
AvoidBrain,1.483,3678.751,9.652,4103,0.216
AvoidBrain,1.465,3690.698,9.713,4219,0.214
AvoidBrain,1.509,3702.171,9.183,4103,0.213
