Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4,0.960,51.777,40.948,10242,-1.008
GoalBrain_4,0.828,99.020,38.236,10246,-1.007
GoalBrain_4,0.853,144.283,36.610,10249,-1.019
GoalBrain_4,0.844,189.206,36.299,10289,-1.020
GoalBrain_4,0.842,234.596,36.509,10268,-1.019
GoalBrain_4,0.842,280.774,37.377,10272,-1.016
GoalBrain_4,0.802,324.996,35.781,10256,-1.014
GoalBrain_4,0.874,368.549,35.125,10294,-1.005
GoalBrain_4,0.788,412.621,35.836,10272,-0.989
GoalBrain_4,0.747,456.613,35.603,10278,-0.976
GoalBrain_4,0.825,504.088,38.427,10292,-0.960
GoalBrain_4,0.754,548.489,36.068,10241,-0.943
GoalBrain_4,0.761,592.216,35.365,10246,-0.923
GoalBrain_4,0.734,635.175,34.817,10262,-0.897
GoalBrain_4,1.087,679.869,35.832,10257,-0.879
GoalBrain_4,0.820,724.530,36.139,10248,-0.852
GoalBrain_4,0.764,768.884,35.960,10277,-0.837
GoalBrain_4,0.749,813.468,36.269,10280,-0.814
GoalBrain_4,0.907,860.842,38.329,10253,-0.798
