Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4,4.743,62.362,47.313,10250,-0.980
GoalBrain_4,4.646,121.116,45.760,10270,-1.020
GoalBrain_4,4.687,179.447,45.415,10289,-1.033
GoalBrain_4,4.940,237.072,44.393,10270,-0.987
GoalBrain_4,4.758,294.942,44.633,10279,-0.953
GoalBrain_4,4.819,354.424,46.089,10248,-0.894
GoalBrain_4,5.536,418.059,49.403,10366,-0.870
GoalBrain_4,7.083,485.932,51.237,10310,-0.821
GoalBrain_4,6.484,557.315,55.027,10369,-0.751
GoalBrain_4,6.345,629.760,55.682,10249,-0.626
GoalBrain_4,5.699,698.486,53.278,10249,-0.521
GoalBrain_4,5.403,763.318,50.854,10339,-0.405
GoalBrain_4,5.938,832.706,53.836,10320,-0.317
GoalBrain_4,5.773,897.030,49.804,10244,-0.241
GoalBrain_4,5.537,961.339,49.683,10266,-0.196
GoalBrain_4,5.835,1029.717,52.961,10367,-0.131
GoalBrain_4,6.172,1097.635,52.095,10290,-0.097
GoalBrain_4,4.003,1155.531,45.604,10252,-0.030
GoalBrain_4,3.982,1204.950,38.670,10281,-0.033
GoalBrain_4,4.098,1254.943,38.903,10323,-0.021
GoalBrain_4,4.030,1304.523,38.792,10302,-0.002
GoalBrain_4,3.987,1353.928,38.644,10295,0.019
GoalBrain_4,3.916,1402.412,38.473,10283,0.031
GoalBrain_4,3.888,1450.822,38.430,10298,0.031
GoalBrain_4,6.226,1509.128,44.479,10289,0.044
GoalBrain_4,5.619,1578.579,53.665,10353,0.064
GoalBrain_4,5.845,1646.268,52.566,10292,0.080
GoalBrain_4,5.431,1712.403,51.434,10337,0.100
GoalBrain_4,5.618,1776.994,49.910,10245,0.103
GoalBrain_4,5.415,1842.489,51.400,10362,0.108
GoalBrain_4,5.834,1913.920,55.538,10342,0.116
GoalBrain_4,5.635,1985.997,55.882,10283,0.131
GoalBrain_4,5.482,2050.546,50.058,10269,0.142
GoalBrain_4,5.831,2121.450,54.751,10330,0.146
GoalBrain_4,5.627,2191.381,54.062,10300,0.158
GoalBrain_4,5.824,2257.029,50.661,10334,0.168
GoalBrain_4,5.490,2322.466,50.831,10297,0.179
GoalBrain_4,6.581,2392.956,54.077,10347,0.195
GoalBrain_4,5.992,2459.971,51.735,10285,0.198
GoalBrain_4,5.461,2525.848,52.277,10260,0.196
GoalBrain_4,6.687,2596.217,53.575,10364,0.208
GoalBrain_4,6.027,2665.187,53.838,10307,0.221
GoalBrain_4,6.412,2736.360,55.542,10337,0.228
GoalBrain_4,5.628,2803.278,52.797,10308,0.230
GoalBrain_4,5.404,2868.395,51.305,10314,0.236
GoalBrain_4,5.544,2934.703,51.591,10287,0.243
GoalBrain_4,5.964,3005.909,55.140,10318,0.248
GoalBrain_4,5.674,3071.109,50.841,10357,0.250
