Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,1.268,13.098,9.354,5134,-1.019
GoalBrain_4_2,1.265,24.359,8.865,5128,-1.030
GoalBrain_4_2,1.451,36.220,9.224,5135,-1.010
GoalBrain_4_2,1.196,47.709,9.127,5123,-1.010
GoalBrain_4_2,1.276,58.906,8.863,5141,-1.004
GoalBrain_4_2,1.189,70.303,9.017,5123,-1.001
GoalBrain_4_2,1.110,81.201,8.718,5140,-0.991
GoalBrain_4_2,1.155,92.275,8.799,5166,-0.985
GoalBrain_4_2,1.152,103.450,8.892,5148,-0.980
GoalBrain_4_2,1.184,114.190,8.467,5135,-0.969
GoalBrain_4_2,1.188,124.868,8.408,5148,-0.959
GoalBrain_4_2,1.133,135.606,8.496,5144,-0.945
GoalBrain_4_2,1.168,146.254,8.400,5137,-0.919
GoalBrain_4_2,1.329,156.826,8.191,5147,-0.894
GoalBrain_4_2,1.071,167.593,8.621,5175,-0.868
GoalBrain_4_2,1.118,178.340,8.530,5152,-0.842
GoalBrain_4_2,1.135,188.917,8.366,5165,-0.820
GoalBrain_4_2,1.084,199.505,8.432,5180,-0.784
GoalBrain_4_2,1.146,210.292,8.560,5155,-0.749
GoalBrain_4_2,1.189,220.867,8.342,5145,-0.708
GoalBrain_4_2,1.131,231.563,8.518,5149,-0.671
GoalBrain_4_2,1.164,242.025,8.242,5178,-0.646
GoalBrain_4_2,1.147,252.376,8.170,5127,-0.615
GoalBrain_4_2,1.200,263.286,8.618,5123,-0.587
GoalBrain_4_2,1.161,273.673,8.211,5144,-0.566
GoalBrain_4_2,1.113,284.373,8.506,5127,-0.550
GoalBrain_4_2,1.131,294.859,8.316,5127,-0.531
GoalBrain_4_2,1.174,305.136,8.068,5137,-0.508
GoalBrain_4_2,1.154,315.673,8.357,5143,-0.493
GoalBrain_4_2,1.129,326.166,8.289,5128,-0.477
GoalBrain_4_2,1.103,336.645,8.310,5148,-0.457
GoalBrain_4_2,1.129,347.290,8.494,5214,-0.438
GoalBrain_4_2,1.281,357.919,8.315,5128,-0.422
GoalBrain_4_2,1.055,368.250,8.234,5152,-0.400
GoalBrain_4_2,1.222,379.140,8.604,5160,-0.383
GoalBrain_4_2,1.117,389.601,8.338,5123,-0.365
GoalBrain_4_2,1.084,400.055,8.338,5122,-0.349
GoalBrain_4_2,1.267,410.901,8.286,5175,-0.339
GoalBrain_4_2,1.151,421.369,8.272,5172,-0.328
GoalBrain_4_2,1.185,431.868,8.292,5142,-0.314
GoalBrain_4_2,1.099,442.431,8.395,5150,-0.304
GoalBrain_4_2,1.203,452.967,8.287,5138,-0.291
GoalBrain_4_2,1.128,463.508,8.371,5141,-0.281
GoalBrain_4_2,1.126,474.279,8.541,5154,-0.268
GoalBrain_4_2,1.236,484.829,8.260,5175,-0.257
GoalBrain_4_2,1.108,495.428,8.447,5122,-0.241
GoalBrain_4_2,1.147,506.344,8.675,5121,-0.231
GoalBrain_4_2,1.047,517.248,8.737,5181,-0.221
GoalBrain_4_2,1.113,528.167,8.687,5174,-0.210
GoalBrain_4_2,1.288,538.946,8.483,5141,-0.199
GoalBrain_4_2,1.048,549.455,8.405,5178,-0.187
GoalBrain_4_2,1.132,560.631,8.902,5131,-0.178
GoalBrain_4_2,1.195,571.451,8.527,5125,-0.174
GoalBrain_4_2,1.126,582.080,8.460,5129,-0.168
GoalBrain_4_2,1.113,592.991,8.674,5137,-0.159
GoalBrain_4_2,1.142,603.547,8.360,5212,-0.155
