Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,27.335,57.943,25.430,2580,-1.069
GoalBrain_4_2,24.729,112.053,26.935,2568,-1.051
GoalBrain_4_2,24.645,164.862,25.830,2579,-1.048
GoalBrain_4_2,26.438,219.875,26.188,2566,-1.041
GoalBrain_4_2,25.262,272.652,25.207,2605,-1.032
GoalBrain_4_2,24.360,324.685,25.373,2564,-0.986
GoalBrain_4_2,24.707,376.119,24.600,2618,-0.993
GoalBrain_4_2,24.434,428.203,25.353,2586,-0.950
GoalBrain_4_2,26.156,481.928,25.270,2580,-0.909
GoalBrain_4_2,24.527,534.554,25.703,2598,-0.876
GoalBrain_4_2,24.596,586.511,25.115,2579,-0.836
GoalBrain_4_2,25.130,639.355,25.444,2618,-0.728
GoalBrain_4_2,25.919,693.912,26.245,2615,-0.633
GoalBrain_4_2,23.432,745.028,25.419,2598,-0.517
GoalBrain_4_2,23.492,795.605,24.796,2586,-0.422
GoalBrain_4_2,24.655,849.529,26.725,2599,-0.545
GoalBrain_4_2,24.781,907.157,29.960,2567,-0.647
GoalBrain_4_2,24.210,962.421,28.328,2561,-0.707
GoalBrain_4_2,24.564,1018.449,28.022,2591,-0.734
GoalBrain_4_2,24.775,1071.081,25.403,2564,-0.738
GoalBrain_4_2,24.789,1123.936,25.713,2579,-0.736
GoalBrain_4_2,24.802,1177.326,26.130,2581,-0.727
GoalBrain_4_2,24.266,1228.274,24.471,2561,-0.706
GoalBrain_4_2,24.868,1281.637,26.123,2567,-0.698
GoalBrain_4_2,24.098,1333.514,25.429,2595,-0.684
GoalBrain_4_2,25.322,1387.005,25.840,2589,-0.666
GoalBrain_4_2,23.711,1438.580,25.569,2601,-0.645
GoalBrain_4_2,23.547,1489.342,25.019,2577,-0.627
GoalBrain_4_2,23.511,1539.464,24.414,2565,-0.615
GoalBrain_4_2,23.434,1589.968,24.828,2571,-0.605
GoalBrain_4_2,23.215,1639.827,24.462,2573,-0.594
GoalBrain_4_2,23.476,1690.885,25.372,2607,-0.580
GoalBrain_4_2,23.384,1741.519,25.251,2589,-0.574
GoalBrain_4_2,23.197,1791.862,24.863,2564,-0.561
GoalBrain_4_2,24.648,1844.489,25.598,2563,-0.553
GoalBrain_4_2,23.746,1895.218,24.785,2596,-0.539
GoalBrain_4_2,24.590,1946.906,24.841,2580,-0.528
GoalBrain_4_2,24.238,1999.838,25.933,2570,-0.516
GoalBrain_4_2,25.451,2053.175,25.519,2603,-0.510
GoalBrain_4_2,24.442,2105.911,25.881,2574,-0.492
GoalBrain_4_2,24.766,2158.873,25.756,2564,-0.474
GoalBrain_4_2,24.181,2210.880,25.566,2608,-0.464
GoalBrain_4_2,25.186,2264.101,25.645,2575,-0.453
GoalBrain_4_2,26.045,2318.438,25.870,2593,-0.434
GoalBrain_4_2,24.713,2373.061,27.386,2580,-0.418
GoalBrain_4_2,23.584,2423.211,24.342,2572,-0.400
GoalBrain_4_2,23.609,2473.560,24.482,2623,-0.386
GoalBrain_4_2,23.538,2524.408,25.098,2563,-0.370
GoalBrain_4_2,27.052,2579.565,25.806,2563,-0.357
GoalBrain_4_2,29.215,2637.744,26.548,2564,-0.345
GoalBrain_4_2,24.285,2689.503,25.255,2565,-0.342
GoalBrain_4_2,26.226,2744.082,26.044,2561,-0.337
GoalBrain_4_2,24.142,2797.644,26.935,2599,-0.324
GoalBrain_4_2,24.890,2851.604,26.639,2624,-0.314
GoalBrain_4_2,21.960,2902.603,26.572,2618,-0.303
GoalBrain_4_2,18.561,2946.930,23.445,2605,-0.289
GoalBrain_4_2,18.569,2991.070,22.982,2576,-0.280
GoalBrain_4_2,18.518,3035.287,23.452,2599,-0.269
GoalBrain_4_2,18.592,3078.968,22.864,2619,-0.258
GoalBrain_4_2,18.541,3122.791,23.029,2563,-0.247
GoalBrain_4_2,18.621,3166.111,22.586,2572,-0.239
GoalBrain_4_2,18.483,3210.187,23.303,2565,-0.227
GoalBrain_4_2,18.458,3254.432,23.649,2614,-0.225
GoalBrain_4_2,18.489,3298.474,23.574,2600,-0.225
GoalBrain_4_2,18.425,3341.395,22.659,2600,-0.225
GoalBrain_4_2,18.483,3385.251,23.460,2600,-0.225
GoalBrain_4_2,18.473,3429.257,23.552,2607,-0.234
GoalBrain_4_2,18.494,3472.702,22.708,2574,-0.229
GoalBrain_4_2,18.395,3516.267,22.891,2565,-0.221
GoalBrain_4_2,18.462,3559.842,22.800,2581,-0.216
GoalBrain_4_2,18.371,3603.897,23.380,2575,-0.207
GoalBrain_4_2,18.675,3648.157,23.309,2575,-0.196
GoalBrain_4_2,18.606,3690.935,22.330,2580,-0.190
GoalBrain_4_2,18.476,3734.485,22.857,2612,-0.182
GoalBrain_4_2,18.488,3777.660,22.505,2577,-0.175
GoalBrain_4_2,18.445,3822.109,23.711,2607,-0.166
GoalBrain_4_2,18.847,3866.461,23.016,2561,-0.162
GoalBrain_4_2,18.642,3910.971,23.585,2609,-0.155
GoalBrain_4_2,18.493,3953.782,22.208,2566,-0.145
GoalBrain_4_2,18.543,3998.105,23.516,2585,-0.136
GoalBrain_4_2,18.557,4042.285,23.262,2566,-0.131
GoalBrain_4_2,18.593,4086.483,23.327,2584,-0.125
GoalBrain_4_2,18.567,4130.787,23.356,2572,-0.120
GoalBrain_4_2,18.553,4175.204,23.685,2605,-0.114
GoalBrain_4_2,18.538,4219.239,23.284,2566,-0.107
GoalBrain_4_2,18.651,4263.496,23.284,2611,-0.103
GoalBrain_4_2,18.525,4307.056,22.911,2614,-0.101
GoalBrain_4_2,18.609,4350.596,22.656,2565,-0.095
GoalBrain_4_2,18.729,4394.831,23.259,2574,-0.088
GoalBrain_4_2,18.527,4439.148,23.530,2589,-0.081
GoalBrain_4_2,18.536,4483.344,23.360,2599,-0.076
GoalBrain_4_2,18.593,4527.105,22.824,2586,-0.072
GoalBrain_4_2,18.573,4571.205,23.371,2576,-0.069
GoalBrain_4_2,18.639,4615.889,23.670,2572,-0.066
GoalBrain_4_2,18.659,4660.200,23.393,2574,-0.063
GoalBrain_4_2,18.585,4705.487,23.933,2622,-0.061
GoalBrain_4_2,18.585,4749.766,23.484,2575,-0.060
GoalBrain_4_2,18.584,4793.427,22.890,2573,-0.053
GoalBrain_4_2,18.520,4838.006,23.687,2573,-0.052
