Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,3.135,34.241,25.442,5126,-1.003
GoalBrain_4_2,3.150,66.680,24.999,5123,-1.002
GoalBrain_4_2,3.076,98.593,24.662,5122,-1.004
GoalBrain_4_2,3.201,130.062,24.137,5156,-1.006
GoalBrain_4_2,3.194,160.482,23.284,5123,-1.007
GoalBrain_4_2,3.159,190.755,23.096,5122,-0.998
GoalBrain_4_2,3.589,220.676,22.411,5130,-0.992
GoalBrain_4_2,3.259,251.608,23.439,5128,-0.981
GoalBrain_4_2,3.173,281.977,23.028,5171,-0.968
GoalBrain_4_2,3.391,312.600,22.757,5136,-0.951
GoalBrain_4_2,3.177,342.829,22.941,5195,-0.933
GoalBrain_4_2,3.037,372.109,22.370,5246,-0.909
GoalBrain_4_2,3.011,401.011,22.084,5154,-0.877
GoalBrain_4_2,3.071,429.992,22.193,5122,-0.847
GoalBrain_4_2,2.987,459.126,22.323,5199,-0.816
GoalBrain_4_2,3.570,490.703,23.720,5161,-0.785
GoalBrain_4_2,3.194,520.524,22.542,5132,-0.761
GoalBrain_4_2,2.978,549.217,21.865,5161,-0.725
GoalBrain_4_2,3.314,580.221,23.294,5146,-0.690
GoalBrain_4_2,3.134,611.146,23.477,5195,-0.656
GoalBrain_4_2,3.107,641.558,23.236,5171,-0.632
GoalBrain_4_2,3.269,671.312,22.648,5142,-0.610
GoalBrain_4_2,3.224,701.930,23.195,5185,-0.587
GoalBrain_4_2,3.185,732.230,22.958,5140,-0.569
GoalBrain_4_2,3.071,762.543,23.198,5150,-0.546
GoalBrain_4_2,3.035,791.743,22.401,5125,-0.525
GoalBrain_4_2,3.202,822.627,23.496,5128,-0.500
GoalBrain_4_2,3.277,852.628,22.751,5130,-0.477
GoalBrain_4_2,3.298,882.958,22.792,5128,-0.454
GoalBrain_4_2,3.265,913.994,23.520,5173,-0.430
GoalBrain_4_2,3.002,943.436,22.676,5172,-0.414
GoalBrain_4_2,3.156,972.729,22.420,5137,-0.399
GoalBrain_4_2,3.190,1002.379,22.483,5186,-0.383
GoalBrain_4_2,3.074,1031.463,22.120,5168,-0.370
GoalBrain_4_2,3.000,1060.695,22.351,5123,-0.353
GoalBrain_4_2,3.103,1089.740,22.116,5163,-0.336
GoalBrain_4_2,3.063,1119.972,22.979,5125,-0.324
GoalBrain_4_2,3.222,1149.390,22.109,5149,-0.311
GoalBrain_4_2,3.589,1180.298,23.073,5127,-0.300
GoalBrain_4_2,3.342,1211.366,23.462,5140,-0.287
GoalBrain_4_2,3.097,1241.056,22.492,5126,-0.274
GoalBrain_4_2,3.084,1270.439,22.421,5130,-0.261
GoalBrain_4_2,3.773,1300.716,22.470,5142,-0.246
GoalBrain_4_2,3.220,1331.456,23.187,5126,-0.234
GoalBrain_4_2,3.186,1360.980,22.439,5171,-0.225
GoalBrain_4_2,4.146,1394.231,24.631,5159,-0.213
GoalBrain_4_2,3.220,1424.588,22.982,5188,-0.203
GoalBrain_4_2,3.079,1455.293,23.154,5209,-0.192
GoalBrain_4_2,3.184,1485.339,22.781,5164,-0.182
GoalBrain_4_2,3.338,1515.673,22.884,5180,-0.171
