Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,2.078,23.404,16.628,5158,-0.977
GoalBrain_4_2,1.532,42.551,15.636,5154,-0.995
GoalBrain_4_2,1.618,56.943,11.378,5138,-0.982
GoalBrain_4_2,1.394,71.145,11.307,5127,-0.982
GoalBrain_4_2,1.336,83.738,9.967,5144,-0.981
GoalBrain_4_2,1.740,96.561,9.811,5136,-0.987
GoalBrain_4_2,1.286,108.566,9.497,5141,-0.974
GoalBrain_4_2,1.265,120.187,9.225,5149,-0.960
GoalBrain_4_2,1.278,131.182,8.620,5129,-0.942
GoalBrain_4_2,1.273,141.557,8.085,5139,-0.929
GoalBrain_4_2,1.165,151.831,8.079,5155,-0.909
GoalBrain_4_2,1.137,162.329,8.307,5136,-0.884
GoalBrain_4_2,1.097,172.696,8.249,5184,-0.853
GoalBrain_4_2,1.102,182.794,8.012,5181,-0.833
GoalBrain_4_2,1.086,193.375,8.425,5148,-0.803
GoalBrain_4_2,1.089,203.514,8.072,5154,-0.761
GoalBrain_4_2,1.092,213.796,8.180,5147,-0.713
GoalBrain_4_2,1.068,224.423,8.474,5138,-0.659
GoalBrain_4_2,1.058,234.752,8.247,5174,-0.613
GoalBrain_4_2,1.083,245.040,8.205,5129,-0.565
GoalBrain_4_2,1.078,255.589,8.436,5143,-0.512
GoalBrain_4_2,1.047,266.114,8.467,5184,-0.481
GoalBrain_4_2,1.345,276.650,8.173,5171,-0.449
GoalBrain_4_2,1.068,286.871,8.183,5168,-0.412
GoalBrain_4_2,1.070,296.935,8.025,5138,-0.383
GoalBrain_4_2,1.121,307.984,8.800,5153,-0.353
GoalBrain_4_2,1.068,318.140,8.063,5131,-0.327
GoalBrain_4_2,1.086,328.957,8.598,5147,-0.300
GoalBrain_4_2,1.066,339.164,8.130,5125,-0.274
GoalBrain_4_2,1.056,349.497,8.238,5150,-0.245
GoalBrain_4_2,1.109,359.576,7.972,5124,-0.222
GoalBrain_4_2,1.080,370.119,8.428,5170,-0.195
GoalBrain_4_2,1.086,380.082,7.889,5144,-0.174
GoalBrain_4_2,1.071,390.290,8.145,5133,-0.159
GoalBrain_4_2,1.088,400.759,8.314,5124,-0.137
GoalBrain_4_2,1.047,411.045,8.211,5151,-0.119
GoalBrain_4_2,1.070,421.350,8.206,5154,-0.098
GoalBrain_4_2,1.081,431.587,8.156,5130,-0.081
GoalBrain_4_2,1.070,442.189,8.247,5132,-0.060
GoalBrain_4_2,1.077,452.479,8.207,5134,-0.051
GoalBrain_4_2,1.077,462.930,8.328,5129,-0.041
GoalBrain_4_2,1.054,473.059,8.093,5145,-0.030
GoalBrain_4_2,1.176,483.465,8.233,5181,-0.021
GoalBrain_4_2,1.079,493.993,8.425,5125,-0.012
GoalBrain_4_2,1.083,504.330,8.227,5185,-0.004
GoalBrain_4_2,1.078,514.500,8.083,5183,0.003
GoalBrain_4_2,1.107,525.153,8.461,5161,0.015
GoalBrain_4_2,1.076,535.192,7.971,5133,0.026
GoalBrain_4_2,1.131,545.415,8.100,5150,0.036
GoalBrain_4_2,1.406,556.587,8.612,5214,0.044
GoalBrain_4_2,1.186,567.881,8.875,5156,0.052
GoalBrain_4_2,1.327,579.384,8.953,5166,0.062
