Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,1.951,56.691,45.407,10271,-1.025
GoalBrain_4_2,1.740,115.038,47.833,10248,-1.015
GoalBrain_4_2,1.886,168.314,43.832,10252,-1.009
GoalBrain_4_2,1.788,221.593,43.901,10255,-0.969
GoalBrain_4_2,1.650,274.009,43.016,10289,-0.934
GoalBrain_4_2,1.587,325.418,42.609,10246,-0.896
GoalBrain_4_2,1.604,377.971,43.364,10258,-0.836
GoalBrain_4_2,1.617,429.520,42.589,10261,-0.779
GoalBrain_4_2,1.609,481.730,43.047,10249,-0.726
GoalBrain_4_2,1.578,533.428,42.640,10256,-0.653
GoalBrain_4_2,1.583,584.795,42.469,10262,-0.564
GoalBrain_4_2,1.553,636.109,42.474,10276,-0.498
GoalBrain_4_2,1.638,686.513,41.944,10256,-0.468
GoalBrain_4_2,2.082,742.055,45.386,10242,-0.404
GoalBrain_4_2,1.646,798.585,46.286,10255,-0.380
GoalBrain_4_2,1.757,851.432,43.470,10268,-0.349
GoalBrain_4_2,1.593,906.404,45.313,10257,-0.326
GoalBrain_4_2,1.803,959.272,43.485,10273,-0.292
GoalBrain_4_2,1.601,1013.631,44.983,10258,-0.254
GoalBrain_4_2,1.681,1068.601,45.014,10265,-0.216
GoalBrain_4_2,1.629,1121.945,44.178,10245,-0.192
GoalBrain_4_2,1.690,1175.265,44.058,10269,-0.162
GoalBrain_4_2,1.651,1227.272,43.077,10281,-0.137
GoalBrain_4_2,1.789,1280.791,44.185,10245,-0.120
GoalBrain_4_2,1.607,1334.860,44.649,10305,-0.092
GoalBrain_4_2,1.585,1386.081,42.276,10260,-0.065
GoalBrain_4_2,1.565,1437.390,42.621,10272,-0.051
GoalBrain_4_2,1.541,1489.242,43.015,10297,-0.032
GoalBrain_4_2,1.619,1541.350,42.904,10264,-0.016
GoalBrain_4_2,1.551,1592.957,42.759,10247,-0.009
GoalBrain_4_2,1.547,1644.741,42.895,10296,0.008
GoalBrain_4_2,1.532,1696.167,42.573,10249,0.022
GoalBrain_4_2,1.565,1747.395,42.341,10269,0.030
GoalBrain_4_2,1.525,1799.036,42.522,10257,0.042
GoalBrain_4_2,1.728,1850.510,42.493,10255,0.053
GoalBrain_4_2,1.621,1902.105,42.652,10249,0.062
GoalBrain_4_2,1.578,1954.091,42.948,10299,0.073
GoalBrain_4_2,1.601,2005.376,42.364,10267,0.085
GoalBrain_4_2,1.608,2059.960,44.788,10300,0.097
GoalBrain_4_2,1.673,2115.050,45.304,10274,0.107
GoalBrain_4_2,1.604,2166.927,42.885,10257,0.115
GoalBrain_4_2,1.622,2219.449,43.467,10296,0.121
GoalBrain_4_2,1.655,2271.767,43.161,10267,0.130
GoalBrain_4_2,1.613,2326.330,44.947,10265,0.140
GoalBrain_4_2,1.631,2381.240,45.273,10271,0.147
GoalBrain_4_2,1.777,2435.754,44.827,10250,0.156
GoalBrain_4_2,1.666,2491.230,45.717,10304,0.162
