Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,1.676,14.159,9.866,5121,-1.041
GoalBrain_4_2,1.824,26.973,9.699,5142,-1.013
GoalBrain_4_2,1.642,40.117,10.169,5133,-1.020
GoalBrain_4_2,1.263,52.624,9.913,5123,-1.021
GoalBrain_4_2,1.468,65.187,9.835,5134,-1.016
GoalBrain_4_2,1.004,76.518,9.151,5156,-1.003
GoalBrain_4_2,1.007,86.201,7.776,5169,-0.997
GoalBrain_4_2,1.112,95.777,7.565,5138,-0.986
GoalBrain_4_2,1.118,105.511,7.694,5138,-0.967
GoalBrain_4_2,1.082,114.888,7.453,5147,-0.965
GoalBrain_4_2,0.934,124.078,7.405,5122,-0.956
GoalBrain_4_2,1.153,133.755,7.610,5174,-0.938
GoalBrain_4_2,0.989,143.329,7.691,5158,-0.930
GoalBrain_4_2,1.013,152.743,7.502,5138,-0.904
GoalBrain_4_2,1.301,162.671,7.705,5131,-0.868
GoalBrain_4_2,0.935,172.066,7.529,5165,-0.834
GoalBrain_4_2,1.087,181.710,7.668,5173,-0.792
GoalBrain_4_2,0.937,191.212,7.671,5143,-0.729
GoalBrain_4_2,1.026,200.873,7.724,5144,-0.682
GoalBrain_4_2,1.053,210.420,7.593,5150,-0.639
GoalBrain_4_2,0.992,220.429,8.022,5141,-0.596
GoalBrain_4_2,1.035,230.483,8.058,5137,-0.549
GoalBrain_4_2,1.051,240.071,7.640,5129,-0.510
GoalBrain_4_2,0.934,249.524,7.640,5128,-0.469
GoalBrain_4_2,0.966,259.213,7.798,5135,-0.436
GoalBrain_4_2,1.060,268.791,7.602,5171,-0.405
GoalBrain_4_2,0.974,278.270,7.605,5148,-0.363
GoalBrain_4_2,0.936,288.191,8.037,5126,-0.341
GoalBrain_4_2,0.987,297.769,7.674,5163,-0.314
GoalBrain_4_2,1.127,307.532,7.747,5132,-0.290
GoalBrain_4_2,1.324,317.347,7.624,5138,-0.270
GoalBrain_4_2,0.933,326.959,7.727,5151,-0.247
GoalBrain_4_2,1.025,336.679,7.768,5181,-0.229
GoalBrain_4_2,1.065,346.567,7.891,5137,-0.212
GoalBrain_4_2,1.019,356.190,7.673,5131,-0.188
GoalBrain_4_2,1.014,365.917,7.795,5121,-0.161
GoalBrain_4_2,1.062,375.822,7.925,5130,-0.150
GoalBrain_4_2,1.132,385.848,7.962,5185,-0.143
GoalBrain_4_2,1.032,395.634,7.614,5160,-0.129
GoalBrain_4_2,0.941,405.373,7.840,5132,-0.113
GoalBrain_4_2,1.061,415.325,7.965,5125,-0.106
GoalBrain_4_2,1.080,425.010,7.716,5127,-0.095
GoalBrain_4_2,1.118,434.988,7.905,5181,-0.081
GoalBrain_4_2,0.957,444.429,7.594,5129,-0.072
GoalBrain_4_2,1.079,454.135,7.742,5161,-0.061
GoalBrain_4_2,1.064,463.949,7.846,5140,-0.051
GoalBrain_4_2,1.009,473.609,7.707,5143,-0.042
