Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
AvoidBrain,2.007,15.677,11.335,4120,-1.000
AvoidBrain,1.826,28.232,9.879,4221,-1.006
AvoidBrain,2.003,41.022,9.893,4180,-0.958
AvoidBrain,1.821,53.490,9.823,4170,-0.899
AvoidBrain,1.728,64.938,8.930,4123,-0.870
AvoidBrain,1.723,77.755,10.236,4181,-0.800
AvoidBrain,1.685,89.562,9.323,4113,-0.753
AvoidBrain,1.688,101.684,9.650,4195,-0.765
AvoidBrain,1.711,113.664,9.458,4185,-0.802
AvoidBrain,1.752,125.645,9.393,4118,-0.772
AvoidBrain,1.704,137.703,9.518,4149,-0.738
AvoidBrain,1.799,150.097,9.764,4114,-0.738
AvoidBrain,1.723,162.283,9.638,4171,-0.729
AvoidBrain,1.765,174.569,9.747,4218,-0.708
AvoidBrain,1.828,186.954,9.740,4186,-0.702
AvoidBrain,1.801,199.556,9.983,4205,-0.744
AvoidBrain,1.813,212.166,9.939,4122,-0.617
AvoidBrain,1.971,224.664,9.657,4138,-0.516
AvoidBrain,1.807,237.024,9.687,4116,-0.414
AvoidBrain,1.853,250.119,10.344,4169,-0.311
AvoidBrain,1.718,261.978,9.311,4181,-0.227
AvoidBrain,1.765,274.547,9.934,4219,-0.182
AvoidBrain,1.704,286.803,9.705,4155,-0.073
AvoidBrain,1.769,299.015,9.598,4150,0.001
AvoidBrain,1.783,311.856,10.162,4182,0.041
AvoidBrain,1.831,323.780,9.278,4122,0.065
AvoidBrain,1.702,335.855,9.533,4102,0.102
AvoidBrain,1.720,348.191,9.746,4201,0.164
AvoidBrain,1.760,360.636,9.831,4128,0.196
AvoidBrain,1.757,372.583,9.364,4120,0.243
AvoidBrain,1.937,385.848,10.395,4217,0.273
AvoidBrain,1.723,398.182,9.765,4142,0.298
AvoidBrain,1.786,410.842,9.979,4134,0.325
AvoidBrain,1.799,423.792,10.231,4105,0.348
AvoidBrain,1.724,436.023,9.706,4200,0.374
AvoidBrain,1.718,449.622,10.913,4108,0.387
AvoidBrain,1.771,462.515,10.310,4185,0.395
AvoidBrain,1.828,475.378,10.218,4130,0.410
AvoidBrain,1.875,488.719,10.585,4116,0.414
AvoidBrain,1.811,501.456,10.097,4111,0.423
AvoidBrain,2.063,517.379,12.769,4135,0.432
AvoidBrain,1.743,532.257,12.133,4137,0.441
AvoidBrain,1.760,547.824,12.852,4218,0.446
AvoidBrain,1.804,562.342,11.842,4134,0.451
AvoidBrain,1.738,576.204,11.271,4222,0.456
AvoidBrain,1.762,589.314,10.552,4124,0.457
AvoidBrain,1.754,603.317,11.406,4120,0.461
AvoidBrain,1.716,617.322,11.197,4105,0.462
AvoidBrain,1.805,630.843,10.935,4206,0.462
AvoidBrain,1.852,645.924,12.337,4179,0.461
AvoidBrain,1.949,660.002,11.283,4105,0.454
AvoidBrain,1.762,673.376,10.799,4133,0.453
AvoidBrain,1.740,687.680,11.669,4183,0.459
AvoidBrain,1.702,701.493,11.275,4211,0.462
AvoidBrain,1.707,714.910,10.907,4149,0.462
AvoidBrain,1.838,728.560,11.004,4099,0.462
AvoidBrain,1.816,741.885,10.713,4168,0.465
AvoidBrain,1.776,755.188,10.690,4148,0.465
AvoidBrain,1.762,767.762,9.978,4174,0.465
AvoidBrain,1.901,780.660,10.155,4194,0.472
AvoidBrain,1.843,793.788,10.420,4222,0.471
AvoidBrain,1.769,806.224,9.837,4209,0.473
AvoidBrain,1.712,819.455,10.603,4173,0.480
AvoidBrain,2.172,833.487,10.912,4125,0.473
AvoidBrain,1.776,847.167,10.975,4214,0.461
AvoidBrain,2.065,860.120,10.067,4105,0.456
AvoidBrain,1.869,873.410,10.545,4147,0.455
AvoidBrain,1.843,886.356,10.245,4127,0.447
AvoidBrain,2.017,900.095,10.833,4205,0.445
