Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4,1.854,13.876,9.814,4112,-1.030
GoalBrain_4,1.796,25.539,9.044,4210,-1.057
GoalBrain_4,1.760,36.772,8.610,4219,-1.060
GoalBrain_4,1.685,47.804,8.539,4164,-1.005
GoalBrain_4,1.667,58.980,8.657,4168,-1.007
GoalBrain_4,1.688,70.332,8.847,4164,-1.022
GoalBrain_4,1.629,81.471,8.665,4219,-1.024
GoalBrain_4,1.672,92.395,8.439,4215,-1.011
GoalBrain_4,1.658,103.397,8.540,4125,-0.995
GoalBrain_4,1.635,113.862,8.105,4097,-0.994
GoalBrain_4,1.656,125.183,8.790,4151,-0.957
GoalBrain_4,1.662,136.122,8.450,4176,-0.932
GoalBrain_4,1.675,147.221,8.594,4223,-0.942
GoalBrain_4,1.693,158.153,8.403,4204,-0.947
GoalBrain_4,1.707,168.889,8.246,4111,-0.857
GoalBrain_4,1.788,180.100,8.602,4142,-0.803
GoalBrain_4,1.661,191.586,8.938,4185,-0.761
GoalBrain_4,1.629,202.460,8.435,4136,-0.703
GoalBrain_4,1.642,213.385,8.439,4149,-0.659
GoalBrain_4,1.665,224.035,8.227,4151,-0.636
GoalBrain_4,1.654,235.043,8.516,4133,-0.560
GoalBrain_4,1.685,246.004,8.450,4120,-0.519
GoalBrain_4,1.637,257.093,8.599,4173,-0.442
GoalBrain_4,1.655,268.203,8.615,4152,-0.380
GoalBrain_4,1.634,279.572,8.824,4212,-0.329
GoalBrain_4,1.677,290.032,8.013,4123,-0.291
GoalBrain_4,1.852,301.155,8.442,4181,-0.263
GoalBrain_4,1.645,312.292,8.619,4122,-0.236
GoalBrain_4,1.620,323.097,8.380,4099,-0.193
GoalBrain_4,1.669,333.674,8.066,4121,-0.172
GoalBrain_4,1.650,344.375,8.246,4131,-0.142
GoalBrain_4,1.639,355.050,8.241,4099,-0.113
GoalBrain_4,1.670,366.430,8.844,4223,-0.083
GoalBrain_4,1.681,377.137,8.247,4163,-0.060
GoalBrain_4,1.652,388.410,8.791,4180,-0.037
GoalBrain_4,1.695,399.324,8.374,4107,-0.009
GoalBrain_4,1.657,410.677,8.835,4172,-0.001
GoalBrain_4,1.812,421.372,8.101,4124,0.023
GoalBrain_4,1.633,432.414,8.565,4097,0.035
GoalBrain_4,1.639,443.239,8.365,4148,0.069
