Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,3.795,40.138,31.061,5133,-0.992
GoalBrain_4_2,3.402,77.940,30.548,5132,-0.992
GoalBrain_4_2,3.391,116.057,30.919,5126,-0.984
GoalBrain_4_2,3.407,153.543,30.325,5128,-0.978
GoalBrain_4_2,3.328,190.908,30.318,5130,-0.966
GoalBrain_4_2,3.262,227.105,29.381,5154,-0.949
GoalBrain_4_2,3.295,263.052,29.167,5159,-0.925
GoalBrain_4_2,3.226,298.951,29.100,5133,-0.907
GoalBrain_4_2,3.252,335.129,29.301,5142,-0.892
GoalBrain_4_2,3.530,371.260,28.703,5129,-0.872
GoalBrain_4_2,4.336,409.429,30.122,5180,-0.840
GoalBrain_4_2,3.291,447.246,30.513,5206,-0.813
GoalBrain_4_2,3.456,483.691,29.306,5174,-0.774
GoalBrain_4_2,3.328,519.821,29.138,5133,-0.748
GoalBrain_4_2,3.256,555.892,29.258,5172,-0.720
GoalBrain_4_2,3.281,592.534,29.585,5142,-0.690
GoalBrain_4_2,3.525,628.560,28.877,5157,-0.675
GoalBrain_4_2,3.214,664.548,29.145,5166,-0.650
GoalBrain_4_2,3.318,700.554,28.810,5141,-0.628
GoalBrain_4_2,3.394,736.284,28.796,5124,-0.606
GoalBrain_4_2,3.532,772.977,29.349,5144,-0.582
GoalBrain_4_2,3.336,808.842,28.817,5129,-0.560
GoalBrain_4_2,3.393,845.427,29.508,5177,-0.526
GoalBrain_4_2,3.414,882.189,29.554,5150,-0.495
GoalBrain_4_2,3.397,918.698,29.403,5143,-0.467
GoalBrain_4_2,3.263,955.224,29.485,5135,-0.440
GoalBrain_4_2,3.277,991.561,29.453,5246,-0.427
GoalBrain_4_2,3.497,1028.071,29.316,5149,-0.407
GoalBrain_4_2,3.532,1065.185,29.594,5125,-0.380
GoalBrain_4_2,3.662,1101.769,29.288,5153,-0.352
GoalBrain_4_2,3.333,1138.032,29.326,5134,-0.322
GoalBrain_4_2,3.554,1174.198,28.961,5121,-0.298
GoalBrain_4_2,3.315,1210.758,29.594,5157,-0.274
GoalBrain_4_2,3.279,1247.430,29.710,5151,-0.251
GoalBrain_4_2,3.361,1284.515,29.927,5198,-0.225
GoalBrain_4_2,3.470,1321.407,29.775,5194,-0.203
GoalBrain_4_2,3.516,1358.458,29.666,5148,-0.183
