Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
AvoidBrain,1.972,14.206,10.027,4119,-1.207
AvoidBrain,1.971,25.481,8.499,4158,-1.071
AvoidBrain,1.825,36.950,8.840,4202,-1.073
AvoidBrain,1.790,47.932,8.434,4200,-1.001
AvoidBrain,1.761,59.120,8.636,4171,-0.841
AvoidBrain,1.728,69.849,8.287,4135,-0.786
AvoidBrain,1.708,80.710,8.372,4103,-0.664
AvoidBrain,1.914,91.821,8.439,4119,-0.493
AvoidBrain,1.727,103.250,8.891,4186,-0.480
AvoidBrain,1.692,114.001,8.266,4205,-0.421
AvoidBrain,1.738,124.817,8.267,4114,-0.334
AvoidBrain,1.703,135.850,8.517,4126,-0.191
AvoidBrain,1.830,146.535,8.067,4101,-0.086
AvoidBrain,1.743,157.879,8.742,4184,0.027
AvoidBrain,1.695,168.603,8.226,4137,0.098
AvoidBrain,1.677,179.188,8.113,4105,0.139
AvoidBrain,1.686,190.440,8.741,4160,0.201
AvoidBrain,1.795,201.550,8.487,4181,0.250
AvoidBrain,1.728,212.882,8.780,4172,0.291
AvoidBrain,1.726,224.022,8.575,4165,0.324
AvoidBrain,1.888,235.945,9.126,4180,0.366
AvoidBrain,1.754,247.094,8.584,4140,0.392
AvoidBrain,1.712,258.756,9.101,4197,0.422
AvoidBrain,1.714,269.986,8.713,4118,0.454
AvoidBrain,1.742,281.382,8.831,4145,0.479
AvoidBrain,1.705,293.597,9.694,4131,0.493
AvoidBrain,1.755,305.647,9.491,4215,0.502
AvoidBrain,1.684,317.732,9.542,4128,0.504
AvoidBrain,1.709,329.087,8.862,4104,0.503
AvoidBrain,1.765,341.224,9.491,4103,0.510
AvoidBrain,1.715,353.041,9.313,4191,0.518
AvoidBrain,1.740,554.855,199.238,4207,0.522
AvoidBrain,1.696,567.794,10.342,4120,0.526
AvoidBrain,1.750,580.162,9.803,4190,0.522
