Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4,1.859,14.305,10.169,4145,-0.986
GoalBrain_4,1.911,25.854,8.781,4112,-0.993
GoalBrain_4,1.781,36.858,8.391,4129,-1.009
GoalBrain_4,1.780,48.058,8.589,4116,-0.958
GoalBrain_4,1.714,59.473,8.858,4191,-0.936
GoalBrain_4,1.669,70.216,8.303,4215,-0.884
GoalBrain_4,1.679,81.291,8.549,4120,-0.858
GoalBrain_4,1.668,92.109,8.410,4222,-0.851
GoalBrain_4,1.685,103.367,8.758,4189,-0.849
GoalBrain_4,1.658,114.465,8.552,4135,-0.806
GoalBrain_4,1.712,125.266,8.298,4131,-0.796
GoalBrain_4,1.838,136.242,8.329,4176,-0.789
GoalBrain_4,1.670,147.569,8.799,4151,-0.754
GoalBrain_4,1.656,158.531,8.496,4161,-0.720
GoalBrain_4,1.697,169.487,8.435,4126,-0.699
GoalBrain_4,1.704,180.073,8.074,4122,-0.662
GoalBrain_4,1.706,191.450,8.804,4195,-0.588
GoalBrain_4,1.657,202.299,8.334,4171,-0.542
GoalBrain_4,1.653,213.417,8.596,4146,-0.477
GoalBrain_4,1.680,224.030,8.154,4100,-0.436
GoalBrain_4,1.706,235.513,8.881,4220,-0.397
GoalBrain_4,1.663,246.822,8.806,4210,-0.372
GoalBrain_4,1.670,258.062,8.731,4187,-0.349
GoalBrain_4,1.666,268.968,8.438,4179,-0.318
GoalBrain_4,1.699,279.920,8.433,4205,-0.282
GoalBrain_4,1.769,291.093,8.551,4192,-0.221
GoalBrain_4,1.731,303.329,9.581,4101,-0.195
GoalBrain_4,1.808,314.716,8.736,4097,-0.154
GoalBrain_4,1.695,326.171,8.851,4163,-0.110
GoalBrain_4,1.673,337.078,8.386,4151,-0.063
GoalBrain_4,1.716,348.160,8.547,4128,-0.018
GoalBrain_4,1.653,358.949,8.323,4114,0.023
GoalBrain_4,1.640,369.777,8.395,4125,0.047
GoalBrain_4,1.642,380.827,8.583,4156,0.078
GoalBrain_4,1.676,391.859,8.514,4186,0.104
GoalBrain_4,1.663,402.709,8.358,4159,0.132
GoalBrain_4,1.677,413.653,8.426,4111,0.159
GoalBrain_4,1.632,424.740,8.551,4120,0.185
GoalBrain_4,1.735,435.687,8.396,4099,0.204
GoalBrain_4,1.664,446.800,8.583,4206,0.217
GoalBrain_4,1.666,457.856,8.544,4185,0.237
GoalBrain_4,1.704,468.724,8.346,4179,0.253
GoalBrain_4,1.694,479.719,8.492,4106,0.274
GoalBrain_4,1.656,490.881,8.650,4131,0.290
GoalBrain_4,1.666,501.824,8.422,4152,0.296
GoalBrain_4,1.643,512.980,8.655,4194,0.311
GoalBrain_4,1.678,523.947,8.462,4103,0.327
GoalBrain_4,1.736,535.859,9.049,4205,0.340
GoalBrain_4,1.618,546.586,8.283,4126,0.353
GoalBrain_4,1.640,557.894,8.811,4194,0.370
GoalBrain_4,1.648,568.787,8.397,4101,0.385
GoalBrain_4,1.633,579.654,8.394,4097,0.395
