Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,3.346,45.218,36.096,5154,-1.018
GoalBrain_4_2,3.161,83.826,31.582,5127,-0.992
GoalBrain_4_2,3.148,122.225,31.401,5196,-0.977
GoalBrain_4_2,3.183,160.154,30.902,5152,-0.937
GoalBrain_4_2,3.217,198.283,31.064,5136,-0.908
GoalBrain_4_2,3.114,235.765,30.546,5139,-0.842
GoalBrain_4_2,3.151,273.204,30.662,5135,-0.770
GoalBrain_4_2,3.208,311.714,31.404,5246,-0.670
GoalBrain_4_2,3.143,349.550,31.031,5157,-0.576
GoalBrain_4_2,3.068,387.954,31.259,5199,-0.506
GoalBrain_4_2,3.079,425.749,30.863,5130,-0.412
GoalBrain_4_2,3.169,463.607,31.001,5121,-0.332
GoalBrain_4_2,3.088,501.992,31.431,5185,-0.257
GoalBrain_4_2,3.116,539.543,30.638,5166,-0.221
GoalBrain_4_2,3.055,577.571,31.163,5215,-0.178
GoalBrain_4_2,3.087,615.281,30.787,5122,-0.116
GoalBrain_4_2,3.084,653.442,31.245,5187,-0.083
GoalBrain_4_2,3.046,691.601,31.277,5130,-0.041
GoalBrain_4_2,3.051,729.685,31.226,5199,-0.011
GoalBrain_4_2,3.065,768.095,31.281,5139,0.032
GoalBrain_4_2,3.046,806.106,31.311,5178,0.062
GoalBrain_4_2,3.095,844.255,31.268,5153,0.042
GoalBrain_4_2,3.168,882.703,31.351,5140,0.045
GoalBrain_4_2,3.109,921.010,31.366,5148,0.056
GoalBrain_4_2,3.098,959.506,31.479,5192,0.070
GoalBrain_4_2,3.104,997.525,31.037,5155,0.082
GoalBrain_4_2,3.141,1035.186,30.701,5146,0.084
GoalBrain_4_2,3.069,1073.344,31.205,5169,0.084
GoalBrain_4_2,3.123,1111.236,30.753,5129,0.086
GoalBrain_4_2,3.069,1149.136,30.949,5129,0.089
GoalBrain_4_2,3.109,1187.067,30.957,5143,0.098
GoalBrain_4_2,3.076,1225.839,31.775,5249,0.113
GoalBrain_4_2,3.107,1263.676,30.880,5156,0.115
GoalBrain_4_2,3.187,1302.103,31.388,5160,0.128
GoalBrain_4_2,3.086,1341.035,31.848,5155,0.140
GoalBrain_4_2,3.072,1379.177,31.195,5130,0.152
GoalBrain_4_2,3.128,1417.113,30.983,5122,0.160
GoalBrain_4_2,3.108,1455.067,30.969,5206,0.165
GoalBrain_4_2,3.132,1493.202,30.927,5133,0.176
GoalBrain_4_2,3.134,1530.846,30.748,5145,0.178
GoalBrain_4_2,3.129,1568.714,30.882,5128,0.188
GoalBrain_4_2,3.088,1606.438,30.813,5126,0.197
GoalBrain_4_2,3.140,1644.619,31.143,5155,0.207
GoalBrain_4_2,3.142,1682.265,30.696,5171,0.209
GoalBrain_4_2,3.061,1720.073,30.942,5132,0.221
GoalBrain_4_2,3.122,1758.025,31.101,5190,0.227
GoalBrain_4_2,3.104,1795.868,30.941,5135,0.238
GoalBrain_4_2,3.099,1834.601,31.466,5212,0.244
GoalBrain_4_2,3.168,1872.062,30.531,5124,0.248
GoalBrain_4_2,3.240,1910.088,31.056,5151,0.252
GoalBrain_4_2,3.326,1947.974,30.784,5132,0.256
GoalBrain_4_2,3.169,1985.843,30.935,5156,0.259
GoalBrain_4_2,3.121,2024.131,31.347,5215,0.267
GoalBrain_4_2,3.163,2061.735,30.765,5124,0.272
GoalBrain_4_2,3.157,2099.393,30.703,5137,0.274
GoalBrain_4_2,3.128,2137.066,30.842,5170,0.276
GoalBrain_4_2,3.137,2174.941,30.947,5205,0.280
