Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,1.489,29.933,23.092,5138,-0.958
GoalBrain_4_2,0.870,56.747,22.158,5130,-0.991
GoalBrain_4_2,0.934,83.671,22.264,5165,-1.001
GoalBrain_4_2,0.946,110.421,22.033,5153,-0.993
GoalBrain_4_2,0.924,136.715,21.627,5132,-0.992
GoalBrain_4_2,0.887,163.085,21.799,5163,-0.975
GoalBrain_4_2,0.826,189.212,21.608,5185,-0.948
GoalBrain_4_2,0.933,216.238,22.247,5169,-0.921
GoalBrain_4_2,0.825,242.444,21.708,5178,-0.869
GoalBrain_4_2,0.846,268.711,21.509,5137,-0.802
GoalBrain_4_2,0.978,295.730,22.178,5155,-0.715
GoalBrain_4_2,0.862,323.169,22.663,5154,-0.639
GoalBrain_4_2,0.895,349.765,21.935,5165,-0.561
GoalBrain_4_2,0.898,376.410,21.903,5135,-0.496
GoalBrain_4_2,0.908,403.264,22.110,5136,-0.463
GoalBrain_4_2,0.902,430.153,22.111,5132,-0.435
GoalBrain_4_2,1.043,456.970,21.880,5129,-0.404
GoalBrain_4_2,0.901,483.745,22.007,5134,-0.371
GoalBrain_4_2,0.874,510.714,22.266,5150,-0.340
GoalBrain_4_2,0.832,537.884,22.173,5130,-0.312
GoalBrain_4_2,0.804,564.475,22.030,5125,-0.280
GoalBrain_4_2,0.858,590.977,21.876,5144,-0.253
GoalBrain_4_2,0.818,618.256,22.512,5185,-0.225
GoalBrain_4_2,0.797,644.571,21.733,5123,-0.197
GoalBrain_4_2,0.915,673.990,24.212,5134,-0.169
GoalBrain_4_2,0.830,701.692,22.851,5150,-0.144
GoalBrain_4_2,0.889,728.364,21.955,5140,-0.123
GoalBrain_4_2,0.818,755.205,22.166,5152,-0.098
GoalBrain_4_2,0.833,782.434,22.218,5148,-0.081
GoalBrain_4_2,0.840,809.381,22.259,5125,-0.058
GoalBrain_4_2,0.913,837.069,22.910,5153,-0.039
GoalBrain_4_2,0.859,864.460,22.665,5160,-0.030
GoalBrain_4_2,0.836,891.482,22.299,5132,-0.021
GoalBrain_4_2,0.873,918.617,22.288,5125,-0.008
GoalBrain_4_2,0.867,945.967,22.641,5162,-0.002
