Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,3.472,52.004,42.999,5127,-1.012
GoalBrain_4_2,3.097,98.360,39.422,5132,-1.016
GoalBrain_4_2,3.312,145.876,40.266,5133,-0.993
GoalBrain_4_2,3.108,191.184,38.528,5138,-0.971
GoalBrain_4_2,3.080,235.649,37.798,5138,-0.943
GoalBrain_4_2,3.176,281.973,39.355,5140,-0.888
GoalBrain_4_2,3.276,327.340,38.451,5126,-0.840
GoalBrain_4_2,3.300,372.374,38.061,5122,-0.783
GoalBrain_4_2,3.557,418.071,38.437,5148,-0.720
GoalBrain_4_2,3.308,465.626,39.989,5159,-0.646
GoalBrain_4_2,3.095,511.921,39.435,5148,-0.562
GoalBrain_4_2,3.174,556.971,38.308,5168,-0.499
GoalBrain_4_2,3.189,601.809,38.028,5151,-0.413
GoalBrain_4_2,3.180,647.739,38.996,5199,-0.330
GoalBrain_4_2,3.259,692.984,38.268,5147,-0.257
GoalBrain_4_2,3.175,738.397,38.495,5121,-0.178
GoalBrain_4_2,3.153,784.149,38.823,5165,-0.115
GoalBrain_4_2,3.482,829.884,38.445,5138,-0.058
GoalBrain_4_2,3.150,876.858,39.717,5195,0.002
GoalBrain_4_2,3.339,922.493,38.602,5131,0.056
GoalBrain_4_2,3.240,968.336,38.828,5157,0.095
GoalBrain_4_2,3.242,1016.477,40.789,5124,0.138
GoalBrain_4_2,3.206,1064.830,40.960,5128,0.179
GoalBrain_4_2,3.109,1111.002,39.338,5143,0.222
GoalBrain_4_2,3.348,1156.931,38.823,5150,0.259
GoalBrain_4_2,3.392,1203.406,39.289,5143,0.289
GoalBrain_4_2,3.307,1251.571,40.832,5153,0.319
GoalBrain_4_2,3.485,1299.132,40.036,5154,0.346
GoalBrain_4_2,3.196,1346.465,39.919,5135,0.370
GoalBrain_4_2,3.354,1394.481,40.531,5127,0.395
GoalBrain_4_2,3.430,1442.433,40.489,5136,0.422
GoalBrain_4_2,3.280,1489.578,39.822,5135,0.442
GoalBrain_4_2,3.627,1537.894,40.463,5124,0.461
GoalBrain_4_2,3.174,1585.806,40.604,5130,0.479
GoalBrain_4_2,3.134,1632.970,40.068,5140,0.494
GoalBrain_4_2,3.304,1679.242,39.135,5124,0.508
GoalBrain_4_2,3.153,1726.925,40.449,5129,0.522
