Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,2.096,56.043,44.662,10246,-0.989
GoalBrain_4_2,1.689,109.408,43.989,10248,-0.972
GoalBrain_4_2,2.229,165.542,45.709,10251,-0.968
GoalBrain_4_2,1.715,217.356,42.701,10263,-0.941
GoalBrain_4_2,1.917,269.420,42.424,10241,-0.882
GoalBrain_4_2,1.647,319.023,40.938,10297,-0.824
GoalBrain_4_2,1.615,369.552,41.648,10262,-0.764
GoalBrain_4_2,1.685,419.373,41.252,10271,-0.694
GoalBrain_4_2,1.529,468.558,40.832,10243,-0.625
GoalBrain_4_2,1.554,518.046,40.887,10305,-0.543
GoalBrain_4_2,1.564,567.165,40.647,10243,-0.464
GoalBrain_4_2,1.520,616.147,40.655,10256,-0.386
GoalBrain_4_2,1.553,665.846,41.147,10254,-0.308
GoalBrain_4_2,1.553,715.284,40.958,10242,-0.280
GoalBrain_4_2,1.537,764.758,40.746,10269,-0.253
GoalBrain_4_2,1.610,814.050,40.685,10255,-0.212
GoalBrain_4_2,1.517,863.141,40.739,10266,-0.177
GoalBrain_4_2,1.543,913.335,41.602,10295,-0.139
GoalBrain_4_2,1.514,962.972,41.093,10277,-0.102
GoalBrain_4_2,1.498,1012.395,40.840,10256,-0.064
GoalBrain_4_2,1.559,1061.598,40.786,10292,-0.057
GoalBrain_4_2,1.518,1110.906,40.824,10257,-0.039
GoalBrain_4_2,1.511,1160.064,40.816,10257,-0.024
GoalBrain_4_2,1.536,1209.904,40.972,10248,-0.006
GoalBrain_4_2,1.536,1259.414,40.978,10271,0.011
GoalBrain_4_2,1.505,1309.309,41.440,10267,0.024
GoalBrain_4_2,1.517,1358.852,41.051,10244,0.034
GoalBrain_4_2,1.534,1408.547,41.080,10278,0.050
GoalBrain_4_2,1.540,1458.473,41.226,10276,0.058
GoalBrain_4_2,1.645,1508.812,41.621,10248,0.074
GoalBrain_4_2,1.621,1559.084,41.449,10260,0.085
GoalBrain_4_2,1.584,1609.144,41.318,10285,0.097
GoalBrain_4_2,1.592,1659.376,41.351,10243,0.110
GoalBrain_4_2,1.567,1710.952,42.465,10250,0.120
GoalBrain_4_2,1.579,1762.011,42.229,10244,0.129
GoalBrain_4_2,1.576,1813.858,42.800,10247,0.140
GoalBrain_4_2,1.555,1864.540,41.930,10274,0.149
GoalBrain_4_2,1.668,1916.546,42.766,10260,0.157
GoalBrain_4_2,1.567,1969.170,43.113,10282,0.165
GoalBrain_4_2,1.603,2022.330,43.765,10280,0.170
GoalBrain_4_2,1.616,2072.612,41.480,10242,0.180
GoalBrain_4_2,1.604,2124.438,42.662,10255,0.188
GoalBrain_4_2,1.932,2180.059,45.518,10253,0.195
GoalBrain_4_2,1.616,2231.306,42.155,10276,0.203
GoalBrain_4_2,1.572,2282.036,41.904,10303,0.210
GoalBrain_4_2,1.962,2337.172,45.161,10241,0.212
GoalBrain_4_2,1.782,2395.597,47.983,10269,0.216
