Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
GoalBrain_4_2,4.411,63.599,52.970,5143,-0.970
GoalBrain_4_2,3.781,125.285,53.404,5149,-0.969
GoalBrain_4_2,3.829,186.911,53.223,5158,-0.936
GoalBrain_4_2,4.182,248.365,52.774,5164,-0.899
GoalBrain_4_2,3.878,307.582,51.013,5180,-0.895
GoalBrain_4_2,3.751,365.026,49.503,5140,-0.889
GoalBrain_4_2,4.031,422.513,49.362,5128,-0.869
GoalBrain_4_2,3.720,480.369,49.800,5145,-0.831
GoalBrain_4_2,3.692,538.641,50.320,5210,-0.798
GoalBrain_4_2,4.003,598.450,51.282,5172,-0.750
GoalBrain_4_2,3.808,656.855,50.626,5242,-0.697
GoalBrain_4_2,3.875,715.365,50.327,5207,-0.630
GoalBrain_4_2,3.836,773.875,50.424,5170,-0.544
GoalBrain_4_2,4.249,834.534,51.917,5203,-0.476
GoalBrain_4_2,3.891,897.783,54.614,5160,-0.409
GoalBrain_4_2,3.665,957.609,51.710,5190,-0.362
GoalBrain_4_2,4.099,1016.609,50.572,5134,-0.331
GoalBrain_4_2,3.843,1076.831,51.961,5150,-0.287
GoalBrain_4_2,3.680,1136.073,51.118,5156,-0.249
GoalBrain_4_2,3.682,1195.816,51.371,5143,-0.209
GoalBrain_4_2,3.866,1254.807,50.778,5130,-0.165
GoalBrain_4_2,4.115,1314.603,51.270,5140,-0.129
GoalBrain_4_2,3.921,1374.435,51.533,5129,-0.107
GoalBrain_4_2,3.981,1433.670,50.842,5164,-0.085
GoalBrain_4_2,4.150,1493.926,51.668,5172,-0.061
GoalBrain_4_2,3.832,1552.933,50.852,5127,-0.043
GoalBrain_4_2,4.090,1612.138,50.833,5156,-0.016
GoalBrain_4_2,4.258,1674.581,53.734,5175,0.003
GoalBrain_4_2,4.081,1734.802,51.430,5151,0.020
GoalBrain_4_2,3.871,1794.661,51.537,5145,0.036
GoalBrain_4_2,4.360,1854.679,51.221,5123,0.049
GoalBrain_4_2,3.952,1914.650,51.638,5136,0.068
