15,15
39,39
12,12
32,32
13,13
12,12
24,24
21,21
14,14
28,28
41,41
35,35
43,43
11,11
9,9
13,13
9,9
5,5
39,39
11,11
16,16
1,1
28,28
32,32
19,19
11,11
36,36
18,18
37,37
25,25
17,17
17,17
37,37
27,27
12,12
41,41
15,15
35,35
14,14
17,17
23,23
18,18
37,37
40,40
35,35
26,26
16,16
9,9
30,30
11,11
37,37
19,19
4,4
6,6
18,18
14,14
41,41
12,12
33,33
27,27
38,38
16,16
21,21
19,19
22,22
52,52
35,35
26,26
10,10
28,28
36,36
39,39
9,9
7,7
12,12
15,15
30,30
6,6
34,34
18,18
29,29
10,10
28,28
27,27
33,33
13,13
18,18
40,40
29,29
23,23
35,35
33,33
29,29
20,20
22,22
25,25
20,20
38,38
39,39
34,34
39,39
38,38
34,34
23,23
27,27
5,5
29,29
29,29
28,28
7,7
28,28
8,8
29,29
21,21
30,30
13,13
24,24
9,9
24,24
33,33
27,27
42,42
26,26
14,14
22,22
34,34
17,17
20,20
32,32
40,40
36,36
29,29
40,40
25,25
27,27
30,30
37,37
30,30
25,25
18,18
5,5
19,19
56,56
9,9
37,37
24,24
12,12
14,14
32,32
27,27
12,12
42,42
26,26
33,33
16,16
33,33
15,15
33,33
4,4
24,24
21,21
8,8
29,29
13,13
33,33
7,7
36,36
12,12
37,37
17,17
16,16
29,29
10,10
17,17
38,38
6,6
16,16
6,6
29,29
22,22
30,30
30,30
37,37
16,16
39,39
27,27
27,27
29,29
43,43
31,31
38,38
40,40
37,37
46,46
10,10
22,22
8,8
33,33
36,36
33,33
32,32
12,12
33,33
10,10
15,15
4,4
34,34
17,17
35,35
10,10
18,18
6,6
16,16
23,23
22,22
31,31
35,35
14,14
29,29
17,17
36,36
37,37
35,35
27,27
27,27
22,22
36,36
14,14
28,28
21,21
32,32
22,22
35,35
43,43
19,19
19,19
23,23
31,31
38,38
27,27
19,19
35,35
28,28
38,38
37,37
26,26
10,10
34,34
15,15
35,35
35,35
17,17
33,33
30,30
23,23
19,19
35,35
27,27
33,33
27,27
29,29
33,33
11,11
15,15
41,41
30,30
9,9
32,32
2,2
34,34
16,16
10,10
22,22
48,48
34,34
19,19
37,37
35,35
38,38
26,26
35,35
27,27
16,16
40,40
29,29
16,16
24,24
8,8
19,19
32,32
29,29
28,28
10,10
26,26
25,25
33,33
39,39
52,52
35,35
29,29
40,40
17,17
4,4
36,36
44,44
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
41,41
30,30
19,19
20,20
10,10
33,33
21,21
40,40
39,39
37,37
5,5
34,34
28,28
27,27
26,26
24,24
9,9
13,13
19,19
18,18
21,21
9,9
10,10
34,34
35,35
37,37
5,5
14,14
32,32
36,36
23,23
17,17
30,30
11,11
32,32
20,20
29,29
18,18
39,39
15,15
28,28
11,11
34,34
38,38
9,9
40,40
19,19
26,26
34,34
22,22
39,39
38,38
37,37
24,24
25,25
27,27
5,5
36,36
8,8
14,14
31,31
16,16
31,31
31,31
5,5
26,26
