15,15
3,3
43,43
39,39
37,37
21,21
26,26
35,35
31,31
32,32
33,33
32,32
33,33
32,32
32,32
20,20
20,20
39,39
33,33
33,33
48,48
40,40
23,23
33,33
33,33
33,33
34,34
19,19
25,25
34,34
36,36
40,40
25,25
30,30
14,14
34,34
31,31
35,35
34,34
34,34
33,33
41,41
16,16
34,34
32,32
43,43
29,29
35,35
45,45
34,34
31,31
32,32
33,33
35,35
34,34
35,35
32,32
15,15
32,32
25,25
22,22
34,34
35,35
40,40
39,39
39,39
44,44
38,38
39,39
39,39
30,30
41,41
38,38
33,33
33,33
37,37
28,28
35,35
16,16
14,14
42,42
34,34
25,25
35,35
16,16
40,40
14,14
33,33
33,33
29,29
34,34
6,6
32,32
48,48
42,42
36,36
18,18
32,32
23,23
37,37
30,30
33,33
34,34
21,21
32,32
20,20
37,37
16,16
13,13
38,38
21,21
10,10
33,33
36,36
38,38
29,29
37,37
25,25
31,31
39,39
4,4
30,30
24,24
17,17
33,33
12,12
41,41
40,40
45,45
30,30
40,40
33,33
34,34
31,31
13,13
26,26
27,27
33,33
34,34
29,29
12,12
4,4
17,17
49,49
8,8
31,31
31,31
29,29
37,37
36,36
39,39
17,17
18,18
30,30
24,24
38,38
34,34
39,39
6,6
34,34
39,39
18,18
29,29
27,27
24,24
13,13
15,15
28,28
34,34
36,36
33,33
17,17
39,39
1,1
16,16
15,15
36,36
31,31
2,2
34,34
25,25
19,19
33,33
34,34
11,11
57,57
7,7
17,17
32,32
17,17
28,28
17,17
37,37
12,12
16,16
4,4
32,32
10,10
8,8
35,35
32,32
30,30
3,3
22,22
26,26
15,15
40,40
31,31
38,38
24,24
36,36
31,31
9,9
42,42
20,20
28,28
24,24
29,29
25,25
38,38
32,32
24,24
36,36
9,9
4,4
12,12
11,11
9,9
17,17
16,16
8,8
22,22
10,10
8,8
29,29
34,34
34,34
39,39
24,24
39,39
35,35
7,7
52,52
50,50
34,34
10,10
11,11
37,37
36,36
44,44
7,7
41,41
32,32
49,49
18,18
28,28
39,39
14,14
19,19
42,42
30,30
22,22
13,13
39,39
36,36
22,22
12,12
8,8
53,53
35,35
35,35
22,22
35,35
35,35
26,26
35,35
34,34
24,24
12,12
21,21
53,53
17,17
39,39
25,25
14,14
12,12
26,26
24,24
4,4
30,30
11,11
40,40
43,43
23,23
7,7
25,25
14,14
19,19
27,27
18,18
53,53
36,36
29,29
43,43
31,31
21,21
37,37
31,31
37,37
28,28
35,35
34,34
12,12
32,32
18,18
15,15
25,25
7,7
12,12
29,29
15,15
45,45
34,34
8,8
33,33
40,40
32,32
34,34
31,31
34,34
37,37
15,15
13,13
29,29
35,35
34,34
15,15
8,8
21,21
16,16
0,0
45,45
12,12
14,14
28,28
26,26
18,18
19,19
6,6
4,4
33,33
32,32
27,27
39,39
44,44
8,8
36,36
30,30
6,6
12,12
35,35
45,45
25,25
36,36
36,36
33,33
24,24
55,55
26,26
25,25
53,53
33,33
15,15
40,40
29,29
0,0
56,56
34,34
43,43
32,32
23,23
30,30
30,30
34,34
7,7
6,6
36,36
15,15
33,33
38,38
18,18
5,5
25,25
0,0
29,29
16,16
37,37
30,30
21,21
34,34
19,19
40,40
38,38
35,35
13,13
33,33
31,31
7,7
35,35
36,36
36,36
17,17
25,25
35,35
0,0
29,29
21,21
36,36
11,11
28,28
18,18
29,29
8,8
17,17
30,30
35,35
44,44
33,33
3,3
25,25
38,38
30,30
36,36
17,17
34,34
20,20
24,24
31,31
55,55
41,41
7,7
48,48
16,16
7,7
47,47
40,40
24,24
33,33
18,18
37,37
40,40
21,21
7,7
20,20
41,41
45,45
20,20
0,0
21,21
22,22
26,26
22,22
29,29
30,30
10,10
31,31
45,45
35,35
27,27
29,29
22,22
30,30
27,27
16,16
21,21
16,16
18,18
19,19
44,44
4,4
21,21
0,0
42,42
32,32
45,45
27,27
37,37
21,21
34,34
19,19
49,49
53,53
31,31
40,40
36,36
25,25
26,26
41,41
22,22
16,16
33,33
31,31
32,32
35,35
0,0
57,57
7,7
46,46
32,32
44,44
34,34
46,46
0,0
28,28
17,17
23,23
28,28
13,13
18,18
29,29
28,28
14,14
35,35
27,27
12,12
40,40
9,9
35,35
29,29
19,19
9,9
25,25
0,0
21,21
0,0
27,27
16,16
15,15
26,26
25,25
18,18
4,4
51,51
30,30
36,36
45,45
3,3
12,12
11,11
35,35
31,31
10,10
8,8
4,4
13,13
25,25
49,49
21,21
51,51
39,39
19,19
17,17
39,39
19,19
36,36
20,20
18,18
30,30
35,35
8,8
3,3
19,19
11,11
7,7
0,0
4,4
29,29
4,4
22,22
9,9
35,35
6,6
32,32
18,18
27,27
39,39
45,45
48,48
12,12
11,11
2,2
29,29
40,40
41,41
17,17
17,17
27,27
26,26
0,0
6,6
35,35
23,23
15,15
33,33
19,19
28,28
43,43
6,6
35,35
30,30
39,39
17,17
47,47
59,59
18,18
42,42
16,16
40,40
35,35
5,5
34,34
27,27
18,18
16,16
36,36
28,28
11,11
45,45
6,6
35,35
9,9
0,0
36,36
12,12
35,35
17,17
7,7
27,27
37,37
30,30
42,42
36,36
26,26
26,26
47,47
38,38
25,25
34,34
41,41
36,36
33,33
36,36
39,39
27,27
55,55
35,35
17,17
35,35
5,5
44,44
19,19
55,55
34,34
18,18
0,0
30,30
51,51
37,37
4,4
14,14
37,37
9,9
5,5
42,42
38,38
20,20
3,3
18,18
42,42
25,25
31,31
3,3
41,41
5,5
40,40
14,14
19,19
8,8
29,29
16,16
28,28
1,1
15,15
56,56
11,11
26,26
32,32
9,9
16,16
43,43
23,23
5,5
28,28
26,26
16,16
24,24
14,14
33,33
39,39
44,44
15,15
31,31
15,15
29,29
34,34
5,5
18,18
34,34
42,42
39,39
56,56
17,17
15,15
9,9
40,40
51,51
7,7
27,27
15,15
9,9
9,9
45,45
7,7
45,45
51,51
19,19
25,25
19,19
16,16
20,20
30,30
25,25
29,29
8,8
35,35
14,14
32,32
3,3
12,12
36,36
35,35
42,42
15,15
11,11
41,41
9,9
31,31
8,8
26,26
27,27
5,5
28,28
29,29
32,32
34,34
28,28
4,4
41,41
0,0
38,38
39,39
14,14
26,26
9,9
29,29
7,7
14,14
6,6
23,23
41,41
18,18
4,4
20,20
12,12
16,16
5,5
14,14
17,17
10,10
5,5
19,19
10,10
10,10
9,9
33,33
0,0
12,12
32,32
32,32
31,31
33,33
42,42
19,19
32,32
7,7
35,35
19,19
13,13
31,31
0,0
1,1
6,6
29,29
20,20
36,36
4,4
8,8
38,38
36,36
16,16
33,33
36,36
2,2
43,43
0,0
27,27
25,25
33,33
29,29
22,22
45,45
20,20
22,22
27,27
14,14
25,25
32,32
10,10
24,24
33,33
13,13
23,23
15,15
36,36
45,45
20,20
11,11
14,14
27,27
44,44
34,34
8,8
39,39
22,22
41,41
39,39
34,34
31,31
40,40
23,23
15,15
15,15
30,30
0,0
43,43
48,48
19,19
12,12
30,30
5,5
49,49
23,23
17,17
31,31
20,20
13,13
13,13
31,31
21,21
52,52
31,31
34,34
25,25
27,27
33,33
35,35
28,28
0,0
11,11
51,51
29,29
34,34
36,36
32,32
30,30
23,23
0,0
36,36
33,33
16,16
23,23
18,18
15,15
0,0
49,49
2,2
51,51
22,22
5,5
5,5
18,18
5,5
39,39
47,47
15,15
34,34
5,5
36,36
23,23
16,16
45,45
26,26
39,39
36,36
37,37
37,37
26,26
33,33
36,36
38,38
6,6
42,42
39,39
19,19
35,35
22,22
1,1
40,40
12,12
34,34
31,31
9,9
0,0
35,35
35,35
43,43
36,36
37,37
9,9
22,22
42,42
4,4
12,12
35,35
38,38
9,9
39,39
29,29
37,37
28,28
24,24
27,27
13,13
30,30
11,11
38,38
2,2
35,35
31,31
18,18
56,56
45,45
0,0
8,8
10,10
24,24
6,6
3,3
27,27
17,17
15,15
37,37
32,32
51,51
32,32
36,36
35,35
25,25
26,26
36,36
13,13
27,27
36,36
27,27
45,45
5,5
43,43
28,28
16,16
45,45
36,36
36,36
22,22
33,33
22,22
11,11
16,16
31,31
36,36
37,37
43,43
37,37
19,19
37,37
22,22
0,0
35,35
14,14
16,16
31,31
44,44
3,3
55,55
11,11
36,36
28,28
34,34
11,11
10,10
40,40
36,36
22,22
14,14
45,45
43,43
10,10
36,36
8,8
25,25
42,42
26,26
13,13
28,28
8,8
55,55
22,22
47,47
22,22
16,16
43,43
33,33
40,40
15,15
41,41
31,31
16,16
20,20
36,36
33,33
20,20
39,39
33,33
33,33
2,2
24,24
41,41
35,35
42,42
34,34
19,19
40,40
37,37
39,39
5,5
11,11
15,15
21,21
51,51
33,33
49,49
18,18
14,14
30,30
33,33
22,22
36,36
3,3
40,40
33,33
43,43
15,15
1,1
63,63
34,34
36,36
17,17
18,18
32,32
3,3
19,19
39,39
15,15
24,24
44,44
41,41
12,12
42,42
36,36
4,4
4,4
45,45
46,46
19,19
18,18
7,7
11,11
35,35
13,13
40,40
28,28
26,26
23,23
38,38
42,42
26,26
16,16
0,0
34,34
40,40
29,29
36,36
25,25
7,7
12,12
35,35
32,32
12,12
5,5
20,20
33,33
6,6
2,2
31,31
36,36
6,6
4,4
38,38
17,17
32,32
37,37
7,7
40,40
44,44
31,31
5,5
36,36
38,38
0,0
17,17
50,50
0,0
34,34
35,35
32,32
30,30
25,25
38,38
24,24
31,31
26,26
5,5
31,31
41,41
38,38
13,13
22,22
39,39
45,45
27,27
20,20
44,44
16,16
15,15
30,30
44,44
8,8
9,9
32,32
11,11
48,48
33,33
5,5
3,3
41,41
29,29
17,17
24,24
23,23
11,11
30,30
7,7
13,13
19,19
10,10
49,49
22,22
10,10
39,39
24,24
38,38
6,6
25,25
36,36
49,49
11,11
52,52
49,49
21,21
7,7
40,40
51,51
44,44
32,32
9,9
26,26
12,12
50,50
37,37
28,28
25,25
36,36
17,17
48,48
9,9
25,25
6,6
28,28
21,21
38,38
31,31
30,30
51,51
22,22
5,5
14,14
36,36
40,40
39,39
34,34
40,40
42,42
15,15
15,15
14,14
1,1
18,18
31,31
37,37
17,17
14,14
43,43
11,11
54,54
39,39
5,5
23,23
25,25
5,5
46,46
9,9
54,54
15,15
29,29
26,26
19,19
39,39
49,49
11,11
34,34
25,25
40,40
33,33
5,5
30,30
41,41
37,37
25,25
39,39
27,27
50,50
49,49
29,29
43,43
25,25
50,50
22,22
38,38
23,23
39,39
8,8
39,39
59,59
12,12
46,46
5,5
21,21
18,18
7,7
20,20
17,17
16,16
0,0
39,39
12,12
39,39
53,53
21,21
0,0
27,27
42,42
31,31
0,0
24,24
35,35
16,16
35,35
23,23
37,37
28,28
18,18
22,22
30,30
10,10
10,10
47,47
30,30
50,50
29,29
47,47
20,20
56,56
4,4
31,31
3,3
34,34
20,20
51,51
17,17
14,14
5,5
12,12
38,38
24,24
10,10
3,3
43,43
21,21
26,26
26,26
23,23
12,12
22,22
31,31
7,7
36,36
5,5
18,18
17,17
5,5
0,0
27,27
29,29
11,11
39,39
24,24
26,26
35,35
35,35
14,14
39,39
46,46
34,34
38,38
23,23
43,43
32,32
34,34
